ticker,name_en,name_ko,market,sector_ko,fiscal_year,headcount,men,women,women_share,tenure_years,tenure_years_men,tenure_years_women,tenure_ratio_women_to_men,annual_pay_per_person_krw_men,annual_pay_per_person_krw_women,pay_ratio_women_to_men,pay_ratio_withheld_reason,close_price_krw,market_cap_krw,listed_shares,price_as_of
021240,"COWAY Co., Ltd.",코웨이,KOSPI,기타 개인 서비스,2025,6352,3674,2678,0.422,9.33,7.93,11.24,1.417,74175000,59997000,0.809,,99800,7062589114800,70767426,20260908
034020,"DOOSAN ENERBILITY CO., LTD.",두산에너빌리티,KOSPI,기타 기계·장비,2025,6233,5768,465,0.075,13.4,14,6,0.429,104000000,57000000,0.548,,89500,57330222567000,640561146,20260908
280360,"LOTTE WELLFOOD CO.,LTD",롯데웰푸드,KOSPI,식료품 제조,2025,5825,3496,2329,0.4,14.35,16.72,10.8,0.646,74205663.62,40868613.14,0.551,,139700,1285878987800,9204574,20260908
307950,HYUNDAI AUTOEVER CORPORATION.,현대오토에버,KOSPI,출판업,2025,5753,4227,1526,0.265,6.91,7.53,5.19,0.689,104035486.16,85745085.19,0.824,,385500,10571945061000,27423982,20260908
000810,"SAMSUNG FIRE & MARINE INSURANCE CO.,LTD",삼성화재해상보험,KOSPI,보험·연금,2025,5535,2997,2538,0.459,15.9,16.5,15.2,0.921,185737000,126352000,0.68,,647000,28886915031000,44647473,20260908
009830,HANWHA SOLUTIONS CORPORATION,한화솔루션,KOSPI,화학물질·화학제품,2025,5503,4738,765,0.139,10.31,10.73,7.68,0.716,92813634.44,61090196.08,0.658,,29150,6555617424400,224892536,20260908
004370,"NONGSHIM CO.,LTD",농심,KOSPI,식료품 제조,2025,5501,2455,3046,0.554,11.1,14.2,8.6,0.606,80000000,54000000,0.675,,417000,2536461714000,6082642,20260908
073240,"KUMHO TIRE CO., INC.",금호타이어,KOSPI,고무·플라스틱,2025,5463,5210,253,0.046,18.17,18.38,13.76,0.749,92000000,73000000,0.793,,7240,2079764477880,287260287,20260908
207940,"SAMSUNG BIOLOGICS CO.,LTD.",삼성바이오로직스,KOSPI,의료용 물질·의약품,2025,5455,3026,2429,0.445,4.93,5.6,4.1,0.732,121000000,106000000,0.876,,1440000,66658969440000,46290951,20260908
079550,"LIG Defense&Aerospace Co., Ltd.",LIG디펜스앤에어로스페이스,KOSPI,금속가공제품,2025,5382,4668,714,0.133,10.37,10.7,8.2,0.766,112882176.52,89778711.48,0.795,,666000,14652000000000,22000000,20260908
017670,"SK TELECOM CO.,LTD",SK텔레콤,KOSPI,통신업,2025,5316,4047,1269,0.239,13.7,15.2,8.9,0.586,178000000,115000000,0.646,,92400,19846600897200,214790053,20260908
028050,"SAMSUNG E&A CO.,LTD",삼성E&A,KOSPI,건축기술·엔지니어링,2025,5249,4676,573,0.109,11.86,11.95,11.12,0.931,136111206.16,106106457.24,0.78,,49150,9633400000000,196000000,20260908
047810,"KOREA AEROSPACE INDUSTRIES, LTD.",한국항공우주,KOSPI,기타 운송장비,2025,5241,4762,479,0.091,13.69,14.27,7.9,0.554,123567828.64,87622129.44,0.709,,127800,12457318674600,97475107,20260908
005300,"LOTTE CHILSUNG BEVERAGE CO.,LTD",롯데칠성음료,KOSPI,음료 제조,2025,5217,4303,914,0.175,15.05,16.08,10.19,0.634,79605623.98,44420131.29,0.558,,98500,913970074000,9278884,20260908
047040,"DAEWOO ENGINEERING & CONSTRUCTION CO.,LTD",대우건설,KOSPI,종합 건설,2025,5146,4503,643,0.125,16.48,17.08,12.31,0.721,103124583.61,68175738.72,0.661,,19970,8205825530860,410907638,20260908
032830,"Samsung Life Insurance co., Ltd",삼성생명,KOSPI,보험·연금,2025,5124,2673,2451,0.478,17.35,16.3,18.5,1.135,182000000,125000000,0.687,,308000,61600000000000,200000000,20260908
001680,DAESANG CORPORATION,대상,KOSPI,식료품 제조,2025,5106,2600,2506,0.491,12.17,12.39,11.94,0.964,85984615.38,49811652.04,0.579,,18910,655194152750,34648025,20260908
035420,NAVER Corporation,NAVER,KOSPI,정보서비스업,2025,5047,2897,2150,0.426,7.66,8,7.2,0.9,160000000,126000000,0.788,,214500,32620407319500,152076491,20260908
006360,GS Engineering & Construction Corp,GS건설,KOSPI,종합 건설,2025,4996,4380,616,0.123,15.38,16.04,10.71,0.668,111005022.83,69952922.08,0.63,,35250,3016747522500,85581490,20260908
035250,"Kangwon Land, Inc.",강원랜드,KOSPI,스포츠·오락,2025,4906,3062,1844,0.376,12.29,13.15,10.85,0.825,79496471.91,66895887.74,0.841,,14850,3177016425000,213940500,20260908
005850,SL CORPORATION,에스엘,KOSPI,자동차·트레일러,2025,4881,4180,701,0.144,11,11.12,10.29,0.925,89801435.41,76182596.29,0.848,,50800,2359584816000,46448520,20260908
272210,"HANWHA SYSTEMS Co., Ltd.",한화시스템,KOSPI,전자부품·컴퓨터·통신장비,2025,4855,4077,778,0.16,10.57,11.16,7.5,0.672,111514839.34,87000000,0.78,,69700,13167681413300,188919389,20260908
090430,AMOREPACIFIC CORP.,아모레퍼시픽,KOSPI,화학물질·화학제품,2025,4748,1700,3048,0.642,13.71,14.06,13.52,0.962,127064117.65,88427821.52,0.696,,140000,8188986260000,58492759,20260908
375500,"DL E&C CO.,LTD.",DL이앤씨,KOSPI,종합 건설,2025,4742,3978,764,0.161,13.49,14.19,9.84,0.693,104580191.05,65870418.85,0.63,,78600,3041318767800,38693623,20260908
005830,"DB INSURANCE CO.,LTD",DB손해보험,KOSPI,보험·연금,2025,4716,2033,2683,0.569,12.83,13.5,12.33,0.913,142264000,74495000,0.524,,187300,12268215367700,65500349,20260908
064350,Hyundai-Rotem Co.,현대로템,KOSPI,기타 운송장비,2025,4541,4280,261,0.057,11.27,11.63,5.4,0.464,122545327.1,83681992.34,0.683,,126300,13784671605900,109142293,20260908
034730,SK Inc.,SK,KOSPI,금융업,2025,4419,3332,1087,0.246,11.66,12.2,10,0.82,129000000,95000000,0.736,,603000,43719129909000,72502703,20260908
011170,LOTTE CHEMICAL CORPORATION,롯데케미칼,KOSPI,화학물질·화학제품,2025,4349,3555,794,0.183,14.55,15.5,10.3,0.665,105000000,70000000,0.667,,57400,2455309050600,42775419,20260908
033780,KT&G Corporation,케이티앤지,KOSPI,담배 제조,2025,4331,3788,543,0.125,18.21,18.4,16.9,0.918,118000000,92000000,0.78,,169800,17627015428800,103810456,20260908
036460,KoreaGasCorporation,한국가스공사,KOSPI,전기·가스·증기,2025,4289,3654,635,0.148,16.54,17.3,12.19,0.705,105228901.48,83928771.65,0.798,,35400,3267880200000,92313000,20260908
120110,"KOLON INDUSTRIES, INC.",코오롱인더,KOSPI,화학물질·화학제품,2025,4260,3210,1050,0.246,11.68,12.7,8.57,0.675,82665042.99,64332942.86,0.778,,55100,1650026363200,29946032,20260908
002350,NEXEN TIRE CORPORATION,넥센타이어,KOSPI,고무·플라스틱,2025,4255,4057,198,0.047,14.32,14.8,4.46,0.301,83000000,48000000,0.578,,5880,574287116760,97667877,20260908
003620,KG Mobility Corp.,KG모빌리티,KOSPI,자동차·트레일러,2025,4126,4020,106,0.026,25.31,25.6,14.5,0.566,98000000,69000000,0.704,,2670,540341015040,202374912,20260908
079160,"CJ CGV CO.,LTD.",CJ CGV,KOSPI,영상·오디오 제작,2025,4096,1904,2192,0.535,10.79,11.7,10,0.855,63000000,51000000,0.81,,5350,885867963950,165582797,20260908
051900,"LG H&H Co., Ltd.",LG생활건강,KOSPI,화학물질·화학제품,2025,4013,1916,2097,0.523,15.11,16.64,13.72,0.825,102752609.6,73692894.61,0.717,,290000,4342901670000,14975523,20260908
001450,"HYUNDAIMARINE&FIREINSURANCECO.,LTD.",현대해상,KOSPI,보험·연금,2025,3987,1911,2076,0.521,15.26,17.25,13.42,0.778,131000000,76000000,0.58,,50300,4287986975000,85248250,20260908
035720,Kakao Corp.,카카오,KOSPI,정보서비스업,2025,3922,2186,1736,0.443,6.29,6.33,6.25,0.987,122000000,92000000,0.754,,35400,15682196566200,442999903,20260908
204320,"HL Mando CO.,LTD",HL만도,KOSPI,자동차·트레일러,2025,3828,3532,296,0.077,18.42,19.4,6.7,0.345,111000000,77000000,0.694,,48600,2282116032000,46957120,20260908
071840,"LOTTE Himart Co.,Ltd",롯데하이마트,KOSPI,소매업,2025,3776,2677,1099,0.291,9.7,9.31,10.64,1.143,61076365.71,52813184.71,0.865,,6320,149200739840,23607712,20260908
103140,POONGSAN CORPORATION,풍산,KOSPI,1차 금속,2025,3754,3553,201,0.054,14.08,13.86,18.06,1.303,93849925.13,91098203.98,0.971,,78400,2197103395200,28024278,20260908
000370,"Hanwha General Insurance Co., Ltd.",한화손해보험,KOSPI,보험·연금,2025,3715,1467,2248,0.605,13.47,14.2,13,0.915,127000000,92000000,0.724,,8150,951422157250,116738915,20260908
130660,"Korea Electronic Power Industrial Development Co., Ltd",한전산업,KOSPI,건축기술·엔지니어링,2025,3614,3464,150,0.042,10.7,10.9,6.1,0.56,66857000,46750000,0.699,,13270,432602000000,32600000,20260908
002380,KCC Corporation,케이씨씨,KOSPI,화학물질·화학제품,2025,3583,3239,344,0.096,15.03,15.5,10.59,0.683,86329378.13,61883787.93,0.717,,500000,4296448000000,8592896,20260908
298040,Hyosung Heavy Industries Corporation,효성중공업,KOSPI,전기장비,2025,3567,3143,424,0.119,13.13,13.9,7.4,0.532,91000000,55000000,0.604,,2834000,26425769032000,9324548,20260908
010950,S-Oil Corporation,S-Oil,KOSPI,코크스·석유정제,2025,3537,3249,288,0.081,17.41,17.72,13.96,0.788,142891698.98,90641458.33,0.634,,159400,17945697044800,112582792,20260908
010120,"LS ELECTRIC CO., LTD",엘에스일렉트릭,KOSPI,전기장비,2025,3482,2942,540,0.155,16.01,16.51,13.28,0.804,99223997.28,73822222.22,0.744,,200500,30075000000000,150000000,20260908
005430,"KOREA AIRPORT SERVICE CO.,LTD",한국공항,KOSPI,창고·운송 관련,2025,3409,3336,73,0.021,12.08,11.93,19.05,1.597,65491606.71,65835616.44,1.005,,80000,253308400000,3166355,20260908
007310,OTOKI CORPORATION,오뚜기,KOSPI,식료품 제조,2025,3388,1200,2188,0.646,9.65,9,10,1.111,63000000,46000000,0.73,,332500,1332603475000,4007830,20260908
091810,"Trinity Airways Co., Ltd.",트리니티항공,KOSPI,항공운송,2025,3380,1768,1612,0.477,5.28,5.21,5.36,1.029,90000000,47000000,0.522,,2770,282833872070,102106091,20260908
000110,Standard Chartered Bank Korea Ltd,한국스탠다드차타드은행,,금융업,2025,3352,1204,2148,0.641,18.02,18.21,17.92,0.984,142000000,102000000,0.718,,,,,
006800,"MIRAE ASSET SECURITIES CO.,LTD.",미래에셋증권,KOSPI,금융·보험 관련 서비스,2025,3310,1803,1507,0.455,15.75,15.49,16.06,1.037,167716583.47,145084273.39,0.865,,35050,19032887837550,543021051,20260908
003070,"KolonGlobalCorporation CO.,LTD",코오롱글로벌,KOSPI,종합 건설,2025,3273,2426,847,0.259,6.76,7.71,4.04,0.524,60543693.32,30912632.82,0.511,,9270,235680099930,25423959,20260908
000880,HANWHA CORP,한화,KOSPI,화학물질·화학제품,2025,3264,2838,426,0.131,9.26,9.52,7.52,0.79,97755109.23,61636150.23,0.631,,138300,7375386455100,53328897,20260908
036570,NC Corporation,NC,KOSPI,출판업,2025,3262,2191,1071,0.328,7.47,7.7,7,0.909,130000000,90000000,0.692,,211500,4556560653000,21544022,20260908
049770,"DONGWON F & B CO.,LTD",동원F&B,,식료품 제조,2025,3260,1247,2013,0.617,9.23,8.3,9.8,1.181,62000000,42000000,0.677,,,,,
089590,"JEJUAIR, CO., LTD.",제주항공,KOSPI,항공운송,2025,3233,1693,1540,0.476,7.45,7.4,7.5,1.014,99000000,44000000,0.444,,4970,400785695450,80640985,20260908
005270,iM Bank,아이엠뱅크,,금융업,2025,3181,1539,1642,0.516,16.05,14.91,17.12,1.148,132000000,108000000,0.818,,,,,
068270,"Celltrion, Inc.",셀트리온,KOSPI,의료용 물질·의약품,2025,3153,1839,1314,0.417,6.16,6.46,5.73,0.887,113449700.92,100767123.29,0.888,,183100,42592204925600,232617176,20260908
005610,"SAMLIP CO., LTD.",삼립,KOSPI,식료품 제조,2025,3149,1802,1347,0.428,6.29,6.82,5.57,0.817,57101138.18,47879407.57,0.839,,42250,364575630250,8629009,20260908
069960,"HYUNDAI DEPARTMENT STORE CO.,LTD",현대백화점,KOSPI,소매업,2025,3139,1245,1894,0.603,9.58,13.5,7,0.519,111000000,55000000,0.495,,100500,2167273656000,21564912,20260908
005940,"NH INVESTMENT & SECURITIES CO.,LTD.",NH투자증권,KOSPI,금융·보험 관련 서비스,2025,3137,1783,1354,0.432,13.74,12.91,14.83,1.149,207862030.29,154490398.82,0.743,,26650,9839342698250,369206105,20260908
282330,"BGF retail CO., LTD.",BGF리테일,KOSPI,소매업,2025,3130,2157,973,0.311,5.56,6,4.6,0.767,77000000,56000000,0.727,,148600,2568388431600,17283906,20260908
035760,"CJ ENM CO., Ltd.",CJ ENM,KOSDAQ,방송업,2025,3105,1148,1957,0.63,6.89,8.07,6.19,0.767,102141986.06,72973428.72,0.714,,33450,733530201300,21929154,20260908
000060,"Meritz Fire & Marine Insurance CO., Ltd",메리츠화재해상보험,,보험·연금,2025,3027,1216,1811,0.598,11.22,10.92,11.42,1.046,175724000,102093000,0.581,,,,,
003230,Samyang Foods Inc.,삼양식품,KOSPI,식료품 제조,2025,3025,1808,1217,0.402,4.44,4.71,4.05,0.86,57820632.74,54032196.38,0.934,,1291000,9725122365000,7533015,20260908
005280,BUSAN BANK,부산은행,,금융업,2025,2995,1413,1582,0.528,15.21,15.32,15.11,0.986,140000000,110000000,0.786,,,,,
002550,"KB Insurance Co., Ltd",KB손해보험,,보험·연금,2025,2991,1420,1571,0.525,15.47,16,15,0.938,140000000,93000000,0.664,,,,,
048260,"OSSTEMIMPLANT.CO.,Ltd",오스템임플란트,,의료·정밀·광학기기,2025,2981,2298,683,0.229,5.5,5.75,4.67,0.812,68000000,53000000,0.779,,,,,
003670,"POSCO FUTURE M CO., LTD.",포스코퓨처엠,KOSPI,전기장비,2025,2979,2769,210,0.07,8.67,8.8,7,0.795,88000000,74000000,0.841,,180600,16063687332000,88946220,20260908
032040,"C&S ASSET MANAGEMENT CO., LTD.",씨앤에스자산관리,,사업시설 관리,2025,2974,1829,1145,0.385,2.96,2.86,3.12,1.091,25601421.54,22261135.37,0.87,,,,,
003450,"KB SECURITIES CO.,LTD",케이비증권,,금융·보험 관련 서비스,2025,2970,1571,1399,0.471,15.74,14.27,17.4,1.219,190999363.46,139160829.16,0.729,,,,,
000080,HITE JINRO,하이트진로,KOSPI,음료 제조,2025,2935,2402,533,0.182,18.3,18.68,16.56,0.887,129007190.68,101374703.99,0.786,,15380,1078654937180,70133611,20260908
002150,"DOHWA ENGINEERING Co., Ltd.",도화엔지니어링,KOSPI,건축기술·엔지니어링,2025,2912,2565,347,0.119,9.53,10.03,5.81,0.579,78886159.84,52731988.47,0.668,,5380,181413600000,33720000,20260908
222800,"SIMMTECH Co., Ltd.",심텍,KOSDAQ,전자부품·컴퓨터·통신장비,2025,2902,2388,514,0.177,9.45,9.5,9.2,0.968,62030000,50471000,0.814,,121800,4625260970400,37974228,20260908
286940,"LOTTE INNOVATE Co.,Ltd",롯데이노베이트,KOSPI,컴퓨터 프로그래밍·SI,2025,2887,2011,876,0.303,9.49,10.23,7.78,0.761,86784186.97,72005707.76,0.83,,18380,278077765460,15129367,20260908
017800,"HYUNDAI ELEVATOR CO.,LTD",현대엘리베이터,KOSPI,기타 기계·장비,2025,2867,2594,273,0.095,11.96,12.3,8.7,0.707,111000000,97000000,0.874,,74800,2924110398000,39092385,20260908
011210,HYUNDAI WIA,현대위아,KOSPI,자동차·트레일러,2025,2843,2712,131,0.046,12.32,12.62,6.01,0.476,134450221.24,91122137.4,0.678,,56300,1531083172900,27195083,20260908
088350,"HANWHA LIFE INSURANCE CO., LTD.",한화생명,KOSPI,보험·연금,2025,2794,1464,1330,0.476,16.83,15.5,18.3,1.181,130000000,103000000,0.792,,5850,5080900500000,868530000,20260908
108670,"LX HAUSYS, LTD.",LX하우시스,KOSPI,고무·플라스틱,2025,2728,2312,416,0.152,15.93,16.5,12.78,0.775,90431228.37,65716346.15,0.727,,35350,317007134500,8967670,20260908
010960,SAMHO DEVELOPMENT CO,삼호개발,KOSPI,전문직별 공사,2025,2713,2599,114,0.042,9.35,9.3,10.4,1.118,86000000,73000000,0.849,,3070,74048400000,24120000,20260908
004170,SHINSEGAE Inc.,신세계,KOSPI,소매업,2025,2634,907,1727,0.656,13.46,13,13.7,1.054,116000000,73000000,0.629,,404500,3820575714500,9445181,20260908
353200,"DAEDUCK ELECTRONICS CO.,LTD",대덕전자,KOSPI,전자부품·컴퓨터·통신장비,2025,2633,2271,362,0.137,9.84,10.5,5.7,0.543,84000000,66000000,0.786,,99900,4936750807500,49416925,20260908
016360,"SAMSUNG SECURITIES CO.,LTD",삼성증권,KOSPI,금융·보험 관련 서비스,2025,2614,1437,1177,0.45,13.13,13.47,12.71,0.944,191656228.25,139038232.8,0.725,,87300,7795890000000,89300000,20260908
008670,"Shinhan Securities Co., Ltd.",신한투자증권,,금융·보험 관련 서비스,2025,2574,1538,1036,0.402,12.93,12.73,13.22,1.038,163847204.16,120699806.95,0.737,,,,,
136480,"HARIM Co., Ltd.",하림,KOSDAQ,식료품 제조,2025,2564,1373,1191,0.465,6.63,6.95,6.27,0.902,58276770.58,49909759.87,0.856,,2655,281986758810,106209702,20260908
033630,"SK Broadband Co., Ltd.",에스케이브로드밴드,,통신업,2025,2472,1994,478,0.193,16.08,17.9,8.5,0.475,139000000,88000000,0.633,,,,,
052690,"KEPCO Engineering & Construction Company, Inc",한전기술,KOSPI,건축기술·엔지니어링,2025,2466,1942,524,0.212,13.01,14.2,8.6,0.606,98000000,70000000,0.714,,142600,5450172000000,38220000,20260908
032710,"Shinhan Card Co.,Ltd",신한카드,,금융업,2025,2440,1325,1115,0.457,19.21,18.33,20.25,1.105,142000000,131000000,0.923,,,,,
272450,"JIN AIR CO,.LTD.",진에어,KOSPI,항공운송,2025,2382,1265,1117,0.469,6.11,5.74,6.52,1.136,107000000,53000000,0.495,,6500,339300000000,52200000,20260908
