ticker,name_ko,name_en,market,dart_corp,industry_code,industry_name_ko,industry_name_en,is_preferred_share,parent_ticker,entity_type,dart_status,match_method,close_price_krw,market_cap_krw,price_as_of
900110,딥커머스,Deep Commerce Limited,KOSDAQ,00799070,64992,금융업,Financial Services,false,,,matched,ticker,1201,22142994331,20260908
900270,헝셩그룹,HENG SHENG HOLDING GROUP COMPANY LIMITED,KOSDAQ,01160512,64992,금융업,Financial Services,false,,,matched,ticker,2960,31708372480,20260908
900260,로스웰,"ROTHWELL INTERNATIONAL CO., LIMITED",KOSDAQ,01139266,64992,금융업,Financial Services,false,,,matched,ticker,1876,86351728456,20260908
900290,GRT,Great Rich Technologies Limited,KOSDAQ,01170962,64992,금융업,Financial Services,false,,,matched,ticker,3925,327778885200,20260908
900300,오가닉티코스메틱,ORGANIC TEA COSMETICS HOLDINGS COMPANY LIMITED,KOSDAQ,01169434,64992,금융업,Financial Services,false,,,matched,ticker,3500,72030339500,20260908
900310,컬러레이,"Coloray International Investment Co., Limited",KOSDAQ,01236286,649,금융업,Financial Services,false,,,matched,ticker,2200,28178337000,20260908
900340,윙입푸드,WING YIP FOOD HOLDINGS GROUP LIMITED,KOSDAQ,01328639,64992,금융업,Financial Services,false,,,matched,ticker,1349,48001105468,20260908
000020,동화약품,"DONGWHA PHARM.CO.,LTD",KOSPI,00119195,212,의료용 물질·의약품,Medicinal Substances and Pharmaceuticals,false,,,matched,ticker,5220,145802273400,20260908
000040,KR모터스,"KR MOTORS CO., LTD",KOSPI,00112378,319,기타 운송장비,Other Transport Equipment,false,,,matched,ticker,1177,20332717372,20260908
000050,경방,KYUNGBANG LTD,KOSPI,00101628,47119,소매업,Retail Trade,false,,,matched,ticker,8140,223160297800,20260908
000070,삼양홀딩스,Samyang Holdings Corporation,KOSPI,00126937,64992,금융업,Financial Services,false,,,matched,ticker,60400,468896736400,20260908
000080,하이트진로,HITE JINRO,KOSPI,00150244,11122,음료 제조,Beverage Manufacturing,false,,,matched,ticker,15380,1078654937180,20260908
000087,하이트진로2우B,HITE JINRO (preferred),KOSPI,00150244,11122,음료 제조,Beverage Manufacturing,true,000080,preferred_share,matched_via_parent,preferred_parent_ticker,12380,13991108440,20260908
000100,유한양행,YUHAN CORPORATION,KOSPI,00145109,212,의료용 물질·의약품,Medicinal Substances and Pharmaceuticals,false,,,matched,ticker,79100,5823008277100,20260908
000105,유한양행우,YUHAN CORPORATION (preferred),KOSPI,00145109,212,의료용 물질·의약품,Medicinal Substances and Pharmaceuticals,true,000100,preferred_share,matched_via_parent,preferred_parent_ticker,69100,79350294000,20260908
000120,CJ대한통운,CJ Logistics Corporation ,KOSPI,00113410,493,육상운송,Land Transport,false,,,matched,ticker,73600,1678988518400,20260908
000140,하이트진로홀딩스,"HITEJINRO HOLDINGS CO., LTD",KOSPI,00148993,64992,금융업,Financial Services,false,,,matched,ticker,8000,185654120000,20260908
000145,하이트진로홀딩스우,"HITEJINRO HOLDINGS CO., LTD (preferred)",KOSPI,00148993,64992,금융업,Financial Services,true,000140,preferred_share,matched_via_parent,preferred_parent_ticker,9220,4340868200,20260908
000150,두산,"DOOSAN CO.,LTD",KOSPI,00117212,26221,전자부품·컴퓨터·통신장비,"Electronic Components, Computers, and Communication Equipment",false,,,matched,ticker,1247000,20193712245000,20260908
000155,두산우,"DOOSAN CO.,LTD (preferred)",KOSPI,00117212,26221,전자부품·컴퓨터·통신장비,"Electronic Components, Computers, and Communication Equipment",true,000150,preferred_share,matched_via_parent,preferred_parent_ticker,429000,1714482198000,20260908
000157,두산2우B,"DOOSAN CO.,LTD (preferred)",KOSPI,00117212,26221,전자부품·컴퓨터·통신장비,"Electronic Components, Computers, and Communication Equipment",true,000150,preferred_share,matched_via_parent,preferred_parent_ticker,348500,311223743000,20260908
000180,성창기업지주,Sungchang Enterprise Holdings Limited.,KOSPI,00133335,71531,전문서비스업,Professional Services,false,,,matched,ticker,5170,72123154400,20260908
0001A0,덕양에너젠,,KOSDAQ,,,,,false,,,not_matched,,8980,228711278760,20260908
000210,DL,"DL Holdings CO.,LTD",KOSPI,00109693,20111,화학물질·화학제품,Chemicals and Chemical Products,false,,,matched,ticker,53900,1129522147600,20260908
000215,DL우,"DL Holdings CO.,LTD (preferred)",KOSPI,00109693,20111,화학물질·화학제품,Chemicals and Chemical Products,true,000210,preferred_share,matched_via_parent,preferred_parent_ticker,25000,42152875000,20260908
000220,유유제약,"Yuyu Pharma, Inc.",KOSPI,00144818,212,의료용 물질·의약품,Medicinal Substances and Pharmaceuticals,false,,,matched,ticker,3880,61100152560,20260908
000225,유유제약1우,"Yuyu Pharma, Inc. (preferred)",KOSPI,00144818,212,의료용 물질·의약품,Medicinal Substances and Pharmaceuticals,true,000220,preferred_share,matched_via_parent,preferred_parent_ticker,3670,8319633100,20260908
000227,유유제약2우B,"Yuyu Pharma, Inc. (preferred)",KOSPI,00144818,212,의료용 물질·의약품,Medicinal Substances and Pharmaceuticals,true,000220,preferred_share,matched_via_parent,preferred_parent_ticker,7410,2393133600,20260908
000230,일동홀딩스,"ILDONG HOLDINGS CO.,LTD ",KOSPI,00146083,212,의료용 물질·의약품,Medicinal Substances and Pharmaceuticals,false,,,matched,ticker,6200,71550480000,20260908
000240,한국앤컴퍼니,"HANKOOK & COMPANY CO., LTD.",KOSPI,00160047,64992,금융업,Financial Services,false,,,matched,ticker,24000,2278445760000,20260908
000250,삼천당제약,SAM CHUN DANG PHARM CO. LTD,KOSDAQ,00128546,212,의료용 물질·의약품,Medicinal Substances and Pharmaceuticals,false,,,matched,ticker,162900,3821222188800,20260908
000270,기아,KIA CORPORATION,KOSPI,00106641,30121,자동차·트레일러,Motor Vehicles and Trailers,false,,,matched,ticker,125400,48957789949200,20260908
000300,DH오토넥스,"DHAUTONEX CO.,LTD",KOSPI,00126089,303,자동차·트레일러,Motor Vehicles and Trailers,false,,,matched,ticker,4200,174035631000,20260908
000320,노루홀딩스,"NOROO HOLDINGS CO., LTD",KOSPI,00113508,64992,금융업,Financial Services,false,,,matched,ticker,17120,227544505120,20260908
000325,노루홀딩스우,"NOROO HOLDINGS CO., LTD (preferred)",KOSPI,00113508,64992,금융업,Financial Services,true,000320,preferred_share,matched_via_parent,preferred_parent_ticker,27900,6795296100,20260908
000370,한화손해보험,"Hanwha General Insurance Co., Ltd.",KOSPI,00135917,65121,보험·연금,Insurance and Pension Funding,false,,,matched,ticker,8150,951422157250,20260908
000390,SP삼화,"SP SAMHWA CO., LTD.",KOSPI,00129387,20411,화학물질·화학제품,Chemicals and Chemical Products,false,,,matched,ticker,6560,178454756640,20260908
000400,롯데손해보험,"Lotte Non-Life Insurance Co., Ltd.",KOSPI,00113562,65121,보험·연금,Insurance and Pension Funding,false,,,matched,ticker,2050,636189456000,20260908
000430,대원강업,"DAEWONKANGUP CO.,LTD",KOSPI,00111847,303,자동차·트레일러,Motor Vehicles and Trailers,false,,,matched,ticker,4560,282720000000,20260908
000440,중앙에너비스,"Joong Ang Enervis Co.,Ltd.",KOSDAQ,00149770,46712,도매·상품중개,Wholesale Trade and Commission Trade,false,,,matched,ticker,12280,76469156400,20260908
000480,CR홀딩스,"CR Holdings Co., LTD.",KOSPI,00148984,2321,비금속 광물제품,Non-Metallic Mineral Products,false,,,matched,ticker,4475,209834942750,20260908
000490,대동,DAEDONG CORPORATION,KOSPI,00109286,29210,기타 기계·장비,Other Machinery and Equipment,false,,,matched,ticker,8000,230614920000,20260908
0004V0,엔비알모션,,KOSDAQ,,,,,false,,,not_matched,,5700,62759188800,20260908
0004Y0,디비금융제14호스팩,,KOSDAQ,,,,,false,,spac,not_matched,,2000,10630000000,20260908
000500,가온전선,"GAON CABLE CO.,LTD",KOSPI,00104768,28302,전기장비,Electrical Equipment,false,,,matched,ticker,227500,6774405592500,20260908
000520,삼일제약,"SAMIL PHARMACEUTICAL CO.,LTD",KOSPI,00128032,212,의료용 물질·의약품,Medicinal Substances and Pharmaceuticals,false,,,matched,ticker,6210,134706146310,20260908
000540,흥국화재,"Heungkuk Fire & Marine Insurance Co., Ltd.",KOSPI,00103176,65121,보험·연금,Insurance and Pension Funding,false,,,matched,ticker,3700,237697786500,20260908
000545,흥국화재우,"Heungkuk Fire & Marine Insurance Co., Ltd. (preferred)",KOSPI,00103176,65121,보험·연금,Insurance and Pension Funding,true,000540,preferred_share,matched_via_parent,preferred_parent_ticker,5680,4362240000,20260908
000590,CS홀딩스,"CS Holdings Co.,Ltd.",KOSPI,00149026,64992,금융업,Financial Services,false,,,matched,ticker,66700,77003949400,20260908
000640,동아쏘시오홀딩스,"Dong-A Socio Holdings Co.,Ltd",KOSPI,00116824,64992,금융업,Financial Services,false,,,matched,ticker,91600,616699473200,20260908
000650,천일고속,"CHUNIL EXPRESS CO.,LTD",KOSPI,00151395,49220,육상운송,Land Transport,false,,,matched,ticker,143800,205521836000,20260908
000660,SK하이닉스,SK hynix Inc.,KOSPI,00164779,2612,전자부품·컴퓨터·통신장비,"Electronic Components, Computers, and Communication Equipment",false,,,matched,ticker,1793000,1309772810445000,20260908
000670,영풍,YOUNGPOONG CORPORATION,KOSPI,00141307,24213,1차 금속,Primary Metals,false,,,matched,ticker,39250,722619307750,20260908
000680,LS네트웍스,LS Networks Corporation Limited,KOSPI,00104698,46800,도매·상품중개,Wholesale Trade and Commission Trade,false,,,matched,ticker,2940,231680867040,20260908
000700,유수홀딩스,"EUSU HOLDINGS CO., LTD.",KOSPI,00163691,715,전문서비스업,Professional Services,false,,,matched,ticker,6500,169271778000,20260908
000720,현대건설,"HYUNDAI ENGINEERING & CONSTRUCTION CO.,LTD",KOSPI,00164478,41221,종합 건설,General Construction,false,,,matched,ticker,131400,14632147521000,20260908
000725,현대건설우,"HYUNDAI ENGINEERING & CONSTRUCTION CO.,LTD (preferred)",KOSPI,00164478,41221,종합 건설,General Construction,true,000720,preferred_share,matched_via_parent,preferred_parent_ticker,55500,58535461500,20260908
000760,이화산업,"RIFA CO., LTD",KOSPI,00145686,467,도매·상품중개,Wholesale Trade and Commission Trade,false,,,matched,ticker,14190,39732000000,20260908
0007C0,아크릴,,KOSDAQ,,,,,false,,,not_matched,,16650,133704894600,20260908
0007J0,인벤테라,,KOSDAQ,,,,,false,,,not_matched,,8830,69454254620,20260908
000810,삼성화재,"SAMSUNG FIRE & MARINE INSURANCE CO.,LTD",KOSPI,00139214,65121,보험·연금,Insurance and Pension Funding,false,,,matched,ticker,647000,28886915031000,20260908
000815,삼성화재우,"SAMSUNG FIRE & MARINE INSURANCE CO.,LTD (preferred)",KOSPI,00139214,65121,보험·연금,Insurance and Pension Funding,true,000810,preferred_share,matched_via_parent,preferred_parent_ticker,419000,1259941380000,20260908
000850,화천기공,"HWACHEON MACHINE TOOL CO.,LTD",KOSPI,00166519,29223,기타 기계·장비,Other Machinery and Equipment,false,,,matched,ticker,36050,79310000000,20260908
000860,강남제비스코,"KANGNAM JEVISCO CO.,LTD",KOSPI,00100939,20411,화학물질·화학제품,Chemicals and Chemical Products,false,,,matched,ticker,12900,167700000000,20260908
000880,한화,HANWHA CORP,KOSPI,00160588,20494,화학물질·화학제품,Chemicals and Chemical Products,false,,,matched,ticker,138300,7375386455100,20260908
00088K,한화3우B,HANWHA CORP (preferred),KOSPI,00160588,20494,화학물질·화학제품,Chemicals and Chemical Products,true,000880,preferred_share,matched_via_parent,preferred_parent_ticker,41850,614216254050,20260908
000890,보해양조,"BOHAE BREWERY CO.,LTD",KOSPI,00123541,11122,음료 제조,Beverage Manufacturing,false,,,matched,ticker,1389,38369770725,20260908
0008Z0,에스엔시스,,KOSDAQ,,,,,false,,,not_matched,,23400,220815597600,20260908
000910,유니온,UNION CORPORATION,KOSPI,00144252,23311,비금속 광물제품,Non-Metallic Mineral Products,false,,,matched,ticker,2920,45585927480,20260908
000950,전방,"CHONBANG CO.,LTD",KOSPI,00147222,13101,섬유제품 제조,Textile Manufacturing,false,,,matched,ticker,31200,52416000000,20260908
000970,한국주철관,"KOREA CASTIRON PIPE IND CO.,LTD",KOSPI,00159573,24131,1차 금속,Primary Metals,false,,,matched,ticker,6660,151851330000,20260908
000990,DB하이텍,"DB HiTek Co.,LTD",KOSPI,00160843,2611,전자부품·컴퓨터·통신장비,"Electronic Components, Computers, and Communication Equipment",false,,,matched,ticker,103400,4498374399200,20260908
0009K0,에임드바이오,,KOSDAQ,,,,,false,,,not_matched,,23700,1532706515700,20260908
001000,신라섬유,SillaTextile,KOSDAQ,00135999,681,부동산업,Real Estate,false,,,matched,ticker,462,11216223480,20260908
001020,페이퍼코리아,PaperCorea Inc.,KOSPI,00134723,171,펄프·종이 제조,Pulp and Paper Manufacturing,false,,,matched,ticker,2500,88991655000,20260908
001040,CJ,CJ Corp.,KOSPI,00148540,64992,금융업,Financial Services,false,,,matched,ticker,131000,3822186738000,20260908
001045,CJ우,CJ Corp. (preferred),KOSPI,00148540,64992,금융업,Financial Services,true,001040,preferred_share,matched_via_parent,preferred_parent_ticker,69300,156633453900,20260908
00104K,CJ4우(전환),CJ Corp. (preferred),KOSPI,00148540,64992,금융업,Financial Services,true,001040,preferred_share,matched_via_parent,preferred_parent_ticker,128800,544374745600,20260908
001060,JW중외제약,JW PHARMACEUTICAL,KOSPI,00149947,212,의료용 물질·의약품,Medicinal Substances and Pharmaceuticals,false,,,matched,ticker,27150,632212999500,20260908
001065,JW중외제약우,JW PHARMACEUTICAL (preferred),KOSPI,00149947,212,의료용 물질·의약품,Medicinal Substances and Pharmaceuticals,true,001060,preferred_share,matched_via_parent,preferred_parent_ticker,22400,7659702400,20260908
001067,JW중외제약2우B,JW PHARMACEUTICAL (preferred),KOSPI,00149947,212,의료용 물질·의약품,Medicinal Substances and Pharmaceuticals,true,001060,preferred_share,matched_via_parent,preferred_parent_ticker,49650,10425159450,20260908
001070,대한방직,"TAIHAN TEXTILE CO.,LTD",KOSPI,00112970,132,섬유제품 제조,Textile Manufacturing,false,,,matched,ticker,5960,31588000000,20260908
001080,만호제강,MANHO ROPE & WIRE LTD,KOSPI,00120872,24123,1차 금속,Primary Metals,false,,,matched,ticker,3945,138528517200,20260908
0010F0,보원케미칼,,KOSDAQ,,,,,false,,,not_matched,,2270,25295974270,20260908
0010V0,제이피아이헬스케어,,KOSDAQ,,,,,false,,,not_matched,,8750,44672250000,20260908
001120,LX인터내셔널,LX INTERNATIONAL CORP.,KOSPI,00120076,4610,도매·상품중개,Wholesale Trade and Commission Trade,false,,,matched,ticker,39900,1546524000000,20260908
001130,대한제분,"DAEHAN FLOUR MILL CO.,LTD",KOSPI,00113243,105,식료품 제조,Food Products Manufacturing,false,,,matched,ticker,11570,195533000000,20260908
0011A0,액스비스,,KOSDAQ,,,,,false,,,not_matched,,11110,103697851400,20260908
0011T0,채비,,KOSDAQ,,,,,false,,,not_matched,,5310,249302328210,20260908
001200,유진투자증권,"EUGENE INVESTMENT & SECURITIES CO., LTD",KOSPI,00131054,66121,금융·보험 관련 서비스,Financial and Insurance Related Services,false,,,matched,ticker,4315,417978593670,20260908
001210,금호전기,"KUMHO ELECTRIC CO.,LTD",KOSPI,00106395,28410,전기장비,Electrical Equipment,false,,,matched,ticker,12310,152348756960,20260908
001230,동국홀딩스,"DONGKUK HOLDINGS CO.,LTD.",KOSPI,00114792,649,금융업,Financial Services,false,,,matched,ticker,1971,306505706265,20260908
001250,GS글로벌,GS Global Corp.,KOSPI,00138190,468,도매·상품중개,Wholesale Trade and Commission Trade,false,,,matched,ticker,2635,217476468140,20260908
001260,남광토건,"NAMKWANG ENGINEERING & CONSTRUCTION CO.,LTD",KOSPI,00107066,41221,종합 건설,General Construction,false,,,matched,ticker,7810,76792387320,20260908
001270,부국증권,"BOOKOOK SECURITIES CO.,LTD",KOSPI,00123772,66121,금융·보험 관련 서비스,Financial and Insurance Related Services,false,,,matched,ticker,51500,534049129000,20260908
001275,부국증권우,"BOOKOOK SECURITIES CO.,LTD (preferred)",KOSPI,00123772,66121,금융·보험 관련 서비스,Financial and Insurance Related Services,true,001270,preferred_share,matched_via_parent,preferred_parent_ticker,30250,90750000000,20260908
001290,상상인증권,"SANGSANGININVESTMENT&SECURITIES CO.,LTD.",KOSPI,00112059,66121,금융·보험 관련 서비스,Financial and Insurance Related Services,false,,,matched,ticker,1010,109420491200,20260908
001340,PKC,"PKC Co., Ltd.",KOSPI,00122472,20131,화학물질·화학제품,Chemicals and Chemical Products,false,,,matched,ticker,5030,226491287670,20260908
001360,삼성제약,"SAMSUNG PHARMACEUTICAL.CO.,Ltd.",KOSPI,00126414,212,의료용 물질·의약품,Medicinal Substances and Pharmaceuticals,false,,,matched,ticker,1339,126083023781,20260908
001380,SG글로벌,"SG GLOBAL CO., LTD",KOSPI,00152039,303,자동차·트레일러,Motor Vehicles and Trailers,false,,,matched,ticker,1263,28394855673,20260908
001390,KG케미칼,KG Chemical Corporation,KOSPI,00101220,201,화학물질·화학제품,Chemicals and Chemical Products,false,,,matched,ticker,4475,297156271100,20260908
0013V0,삼진식품,,KOSDAQ,,,,,false,,,not_matched,,4985,49444500160,20260908
001420,태원물산,"TAEWONMULSAN CO.,LTD",KOSPI,00154055,303,자동차·트레일러,Motor Vehicles and Trailers,false,,,matched,ticker,2875,21850000000,20260908
001430,세아베스틸지주,SeAH Besteel Holdings Corporation,KOSPI,00106669,2411,1차 금속,Primary Metals,false,,,matched,ticker,41450,1486484832550,20260908
001440,대한전선,"Taihan Cable & Solution Co., Ltd.",KOSPI,00113207,28302,전기장비,Electrical Equipment,false,,,matched,ticker,28750,5634787135000,20260908
001450,현대해상,"HYUNDAIMARINE&FIREINSURANCECO.,LTD.",KOSPI,00164973,65121,보험·연금,Insurance and Pension Funding,false,,,matched,ticker,50300,4287986975000,20260908
001460,BYC,"BYC CO.,LTD",KOSPI,00122579,14120,의복 제조,Apparel Manufacturing,false,,,matched,ticker,36800,229858320000,20260908
001465,BYC우,"BYC CO.,LTD (preferred)",KOSPI,00122579,14120,의복 제조,Apparel Manufacturing,true,001460,preferred_share,matched_via_parent,preferred_parent_ticker,27000,58153950000,20260908
001470,삼부토건,"SAMBU CONSTRUCTION CO.,LTD",KOSPI,00125974,41221,종합 건설,General Construction,false,,,matched,ticker,5820,227794235460,20260908
001500,현대차증권,"HYUNDAI MOTOR SECURITIES CO.,LTD.",KOSPI,00137997,66121,금융·보험 관련 서비스,Financial and Insurance Related Services,false,,,matched,ticker,8010,495282682440,20260908
001510,SK증권,"SK SECURITIES CO.,LTD",KOSPI,00131850,66121,금융·보험 관련 서비스,Financial and Insurance Related Services,false,,,matched,ticker,2460,568985909100,20260908
001515,SK증권우,"SK SECURITIES CO.,LTD (preferred)",KOSPI,00131850,66121,금융·보험 관련 서비스,Financial and Insurance Related Services,true,001510,preferred_share,matched_via_parent,preferred_parent_ticker,4110,8040216270,20260908
001520,동양,TONGYANG Inc,KOSPI,00117337,23322,비금속 광물제품,Non-Metallic Mineral Products,false,,,matched,ticker,1074,115049062368,20260908
001525,동양우,TONGYANG Inc (preferred),KOSPI,00117337,23322,비금속 광물제품,Non-Metallic Mineral Products,true,001520,preferred_share,matched_via_parent,preferred_parent_ticker,8800,2311012000,20260908
001527,동양2우B,TONGYANG Inc (preferred),KOSPI,00117337,23322,비금속 광물제품,Non-Metallic Mineral Products,true,001520,preferred_share,matched_via_parent,preferred_parent_ticker,5910,1215716550,20260908
001530,DI동일,DI DONG IL CORPORATION,KOSPI,00118345,46103,도매·상품중개,Wholesale Trade and Commission Trade,false,,,matched,ticker,28100,582108950100,20260908
001540,안국약품,"AHN-GOOK PHARMACEUTICAL Co., Ltd.",KOSDAQ,00139205,212,의료용 물질·의약품,Medicinal Substances and Pharmaceuticals,false,,,matched,ticker,10240,133554380800,20260908
001550,조비,"CHOBI CO.,LTD",KOSPI,00148948,20312,화학물질·화학제품,Chemicals and Chemical Products,false,,,matched,ticker,10830,56231948370,20260908
001560,제일연마,"CHEIL GRINDING WHEEL IND CO.,LTD",KOSPI,00148461,23992,비금속 광물제품,Non-Metallic Mineral Products,false,,,matched,ticker,9360,71136000000,20260908
001570,금양,"KUMYANG CO.,LTD",KOSPI,00106119,201,화학물질·화학제품,Chemicals and Chemical Products,false,,,matched,ticker,9900,633275240400,20260908
0015G0,그린광학,,KOSDAQ,,,,,false,,,not_matched,,14270,166995260070,20260908
0015N0,아로마티카,,KOSDAQ,,,,,false,,,not_matched,,10410,130925758020,20260908
0015S0,페스카로,,KOSDAQ,,,,,false,,,not_matched,,6840,67488433200,20260908
001620,케이비아이동국실업,"KBI DONGKOOK IND CO., LTD",KOSPI,00114765,303,자동차·트레일러,Motor Vehicles and Trailers,false,,,matched,ticker,2180,48523761080,20260908
001630,종근당홀딩스,CHONGKUNDANG HOLDINGS CORP.,KOSPI,00149354,212,의료용 물질·의약품,Medicinal Substances and Pharmaceuticals,false,,,matched,ticker,38800,194382606800,20260908
001680,대상,DAESANG CORPORATION,KOSPI,00121941,108,식료품 제조,Food Products Manufacturing,false,,,matched,ticker,18910,655194152750,20260908
001685,대상우,DAESANG CORPORATION (preferred),KOSPI,00121941,108,식료품 제조,Food Products Manufacturing,true,001680,preferred_share,matched_via_parent,preferred_parent_ticker,14750,20210789250,20260908
001720,신영증권,"SHINYOUNG SECURITIES CO.,LTD",KOSPI,00136721,66121,금융·보험 관련 서비스,Financial and Insurance Related Services,false,,,matched,ticker,147300,2421612000000,20260908
001740,SK네트웍스,SKNetworksCompanyLimited,KOSPI,00131780,467,도매·상품중개,Wholesale Trade and Commission Trade,false,,,matched,ticker,6420,1287812767380,20260908
001750,한양증권,"HANYANG SECURITIES CO.,LTD",KOSPI,00162416,66121,금융·보험 관련 서비스,Financial and Insurance Related Services,false,,,matched,ticker,19460,294030597560,20260908
001755,한양증권우,"HANYANG SECURITIES CO.,LTD (preferred)",KOSPI,00162416,66121,금융·보험 관련 서비스,Financial and Insurance Related Services,true,001750,preferred_share,matched_via_parent,preferred_parent_ticker,19180,9069646600,20260908
001770,SHD,"SHIN HWA DYNAMICS CO.,LTD",KOSPI,00137809,24199,1차 금속,Primary Metals,false,,,matched,ticker,13070,15878455460,20260908
001780,알루코,"ALUKO CO.,LTD.",KOSPI,00117027,24222,1차 금속,Primary Metals,false,,,matched,ticker,1601,155025041332,20260908
001790,대한제당,TS CORPORATION,KOSPI,00113234,105,식료품 제조,Food Products Manufacturing,false,,,matched,ticker,2845,245358248175,20260908
001795,대한제당우,TS CORPORATION (preferred),KOSPI,00113234,105,식료품 제조,Food Products Manufacturing,true,001790,preferred_share,matched_via_parent,preferred_parent_ticker,2175,14100003000,20260908
0017J0,세미티에스,,KOSDAQ,,,,,false,,,not_matched,,2590,78091196190,20260908
001800,오리온홀딩스,ORION Holdings Corp.,KOSPI,00117577,649,금융업,Financial Services,false,,,matched,ticker,25500,1533994626000,20260908
001810,무림SP,"MOORIM SP CO., LTD.",KOSDAQ,00121507,171,펄프·종이 제조,Pulp and Paper Manufacturing,false,,,matched,ticker,1188,26299350000,20260908
001820,삼화콘덴서,"SAMWHA CAPACITOR CO.,LTD",KOSPI,00129350,26291,전자부품·컴퓨터·통신장비,"Electronic Components, Computers, and Communication Equipment",false,,,matched,ticker,111700,1161121500000,20260908
001840,이화공영,EehwaConstruction,KOSDAQ,00145668,411,종합 건설,General Construction,false,,,matched,ticker,2215,62588831935,20260908
001940,KISCO홀딩스,KISCO Holdings Corp.,KOSPI,00159740,241,1차 금속,Primary Metals,false,,,matched,ticker,25300,358662414000,20260908
002020,코오롱,KOLON CORPORATION,KOSPI,00152862,64992,금융업,Financial Services,false,,,matched,ticker,25450,328500456000,20260908
002025,코오롱우,KOLON CORPORATION (preferred),KOSPI,00152862,64992,금융업,Financial Services,true,002020,preferred_share,matched_via_parent,preferred_parent_ticker,13390,15538251430,20260908
002030,아세아,"ASIA HOLDINGS CO.,LTD",KOSPI,00138701,715,전문서비스업,Professional Services,false,,,matched,ticker,209000,430300068000,20260908
002070,비비안,VIVIEN CORPORATION,KOSPI,00107677,14120,의복 제조,Apparel Manufacturing,false,,,matched,ticker,5170,24825306000,20260908
002100,경농,KYUNGNONG CORPORATION,KOSPI,00101433,2032,화학물질·화학제품,Chemicals and Chemical Products,false,,,matched,ticker,9220,179998141500,20260908
002140,고려산업,"KOREA INDUSTRIAL CO.,LTD",KOSPI,00102751,10520,식료품 제조,Food Products Manufacturing,false,,,matched,ticker,2040,50876427000,20260908
002150,도화엔지니어링,"DOHWA ENGINEERING Co., Ltd.",KOSPI,00114552,72121,건축기술·엔지니어링,Architectural and Engineering Services,false,,,matched,ticker,5380,181413600000,20260908
002170,SYTS,SYTS Corp.,KOSPI,00127042,15110,가죽·신발 제조,Leather and Footwear Manufacturing,false,,,matched,ticker,52900,158700000000,20260908
002200,한국수출포장,"KOREA EXPORT PACKAGING INDUSTRIAL CO.,LTD",KOSPI,00158112,1721,펄프·종이 제조,Pulp and Paper Manufacturing,false,,,matched,ticker,2680,89779841880,20260908
002210,동성제약,"DONGSUNG PHARMACEUTICAL CO.,LTD",KOSPI,00116268,212,의료용 물질·의약품,Medicinal Substances and Pharmaceuticals,false,,,matched,ticker,1487,143673206909,20260908
002220,한일철강,"HANIL IRON & STEEL CO.,LTD",KOSPI,00163196,2419,1차 금속,Primary Metals,false,,,matched,ticker,3130,83563049800,20260908
002230,피에스텍,"PS Tec. Co., Ltd.",KOSDAQ,00155638,27214,의료·정밀·광학기기,"Medical, Precision, and Optical Instruments",false,,,matched,ticker,5120,94315878400,20260908
002240,고려제강,"KISWIRE CO.,LTD",KOSPI,00103006,2411,1차 금속,Primary Metals,false,,,matched,ticker,17090,461430000000,20260908
002290,삼일기업공사,"SAMIL ENTERPRISE CO., LTD.",KOSDAQ,00127936,411,종합 건설,General Construction,false,,,matched,ticker,3320,41168000000,20260908
002310,아세아제지,"ASIA PAPER MANUFACTURING CO.,LTD",KOSPI,00138729,172,펄프·종이 제조,Pulp and Paper Manufacturing,false,,,matched,ticker,8920,351889629200,20260908
002320,한진,HANJIN Logistics Corporation,KOSPI,00163512,49309,육상운송,Land Transport,false,,,matched,ticker,14720,228434027520,20260908
002350,넥센타이어,NEXEN TIRE CORPORATION,KOSPI,00173874,221,고무·플라스틱,Rubber and Plastic Products,false,,,matched,ticker,5880,574287116760,20260908
002355,넥센타이어1우B,NEXEN TIRE CORPORATION (preferred),KOSPI,00173874,221,고무·플라스틱,Rubber and Plastic Products,true,002350,preferred_share,matched_via_parent,preferred_parent_ticker,3905,25382500000,20260908
002360,SH에너지화학,"SH ENERGY & CHEMICAL CO.,LTD",KOSPI,00136457,201,화학물질·화학제품,Chemicals and Chemical Products,false,,,matched,ticker,1645,18281498585,20260908
002380,KCC,KCC Corporation,KOSPI,00105271,20411,화학물질·화학제품,Chemicals and Chemical Products,false,,,matched,ticker,500000,4296448000000,20260908
002390,한독,HANDOK Inc.,KOSPI,00161046,212,의료용 물질·의약품,Medicinal Substances and Pharmaceuticals,false,,,matched,ticker,9420,129652480860,20260908
002410,범양건영,"BUMYANG CONSTRUCTION CO.,LTD",KOSPI,00122694,411,종합 건설,General Construction,false,,,matched,ticker,1935,53173451700,20260908
002420,우양피앤엘,"THE CENTURY CO.,LTD",KOSPI,00133618,477,소매업,Retail Trade,false,,,matched,ticker,5910,184202194440,20260908
002450,삼익악기,"SAMICK MUSICAL INSTRUMENTS CO.,LTD",KOSPI,00127857,33201,기타 제품 제조,Other Manufacturing,false,,,matched,ticker,1163,105287454145,20260908
002460,HS화성,"HS HWASUNG CO., LTD.",KOSPI,00174527,41112,종합 건설,General Construction,false,,,matched,ticker,10790,109518500000,20260908
002600,조흥,CHOHEUNG CORPORATION,KOSPI,00149345,108,식료품 제조,Food Products Manufacturing,false,,,matched,ticker,139800,83880000000,20260908
