report_id,published_on,analyst_name,broker,ticker,sector,rating,target_price,prev_target_price,target_change
652388,2026-09-17,정다운,LS증권,,,,,,
652387,2026-09-17,김윤정,LS증권,,,,,,
652386,2026-09-17,"박선영,정수현",한국IR협의회,251120,,투자의견없음,,,
652385,2026-09-17,"박성순,김지은",한국IR협의회,095610,,투자의견없음,,,
652383,2026-09-17,한유정,한화투자증권,033780,,Buy,250000,250000,held
652382,2026-09-17,박유진,한화투자증권,,,,,,
652381,2026-09-17,안현국,한화투자증권,,,,,,
652380,2026-09-17,엄수진,한화투자증권,,,,,,
652379,2026-09-17,최규호,한화투자증권,,,,,,
652376,2026-09-17,최설화,메리츠증권,,,,,,
652374,2026-09-17,"이승훈,박민서",메리츠증권,,,,,,
652373,2026-09-17,"홍가혜,성하원",대신증권,,제약,,,,
652372,2026-09-17,"홍가혜,성하원",대신증권,068270,,Buy,280000,,new
652371,2026-09-17,리서치센터,대신증권,,,,,,
652370,2026-09-17,김세희,유진투자증권,,금융업,,,,
652369,2026-09-17,양승윤,유진투자증권,,기계,,,,
652368,2026-09-17,김소정,유진투자증권,,철강및금속,,,,
652367,2026-09-17,"양승윤,임범수",유진투자증권,028670,,nr,,,
652366,2026-09-17,"민경원,임환열",우리은행,,,,,,
652365,2026-09-16,이승웅,유안타증권,,통신업,,,,
652364,2026-09-16,이재형,유안타증권,,,,,,
652363,2026-09-16,,유안타증권,,,,,,
652362,2026-09-16,SK증권 리서치센터,SK증권,,,,,,
652361,2026-09-16,형권훈,SK증권,,제조업,,,,
652360,2026-09-16,최관순,SK증권,000880,,매수,170000,130000,raised
652359,2026-09-16,투자분석부,IBK투자증권,,,,,,
652358,2026-09-16,"이승훈, 박상준",IBK투자증권,,인터넷,,,,
652357,2026-09-16,"기간산업분석부, 혁신기업분석부",IBK투자증권,,,,,,
652356,2026-09-16,정홍식,LS증권,005680,,Buy,17000,17000,held
652355,2026-09-16,배세호,iM증권,028050,,Buy,69000,69000,held
652354,2026-09-16,배세호,iM증권,000720,,Buy,175000,150000,raised
652353,2026-09-16,전유진,iM증권,096770,,Buy,190000,190000,held
652352,2026-09-16,"김승준,이금민",한국IR협의회,287840,,투자의견없음,,,
652351,2026-09-16,변용진,iM증권,079550,,Buy,1230000,1230000,held
652350,2026-09-16,"채윤석,정수현",한국IR협의회,950170,,투자의견없음,,,
652349,2026-09-16,"변용진, 전유진, 배세호",iM증권,,코스피 200 에너지화학,,,,
652347,2026-09-16,"박준영,김나우",한화투자증권,,반도체,,,,
652346,2026-09-16,신승윤,한화투자증권,,,,,,
652345,2026-09-16,최규호,한화투자증권,,,,,,
652344,2026-09-16,양승수,메리츠증권,219130,,Not Rated,,,
652343,2026-09-16,"문경원,이동석",메리츠증권,,건설업,,,,
652342,2026-09-16,리서치센터,대신증권,,,,,,
652341,2026-09-16,양승윤,유진투자증권,,기계,,,,
652340,2026-09-16,"민경원,임환열",우리은행,,,,,,
652339,2026-09-15,"황규원, 서석준",유안타증권,096770,,Buy,200000,,new
652338,2026-09-15,백종민,유안타증권,,기계,,,,
652337,2026-09-15,,유안타증권,,,,,,
652336,2026-09-15,sk증권 리서치센터,SK증권,,,,,,
652335,2026-09-15,최관순,SK증권,,코스피 200 에너지화학,,,,
652334,2026-09-15,투자분석부,IBK투자증권,,,,,,
652333,2026-09-15,"이승훈, 박상준",IBK투자증권,,인터넷,,,,
652332,2026-09-15,"기간산업분석부, 혁신기업분석부",IBK투자증권,,,,,,
652331,2026-09-15,정재원,iM증권,326030,,Buy,130000,130000,held
652330,2026-09-15,선유진,LS증권,,인터넷,,,,
652329,2026-09-15,성종화,LS증권,,"전기,전자",,,,
652328,2026-09-15,권지우,한화투자증권,,철강및금속,,,,
652327,2026-09-15,이재광,LS증권,,반도체,,,,
652326,2026-09-15,"박세연,김예인",한화투자증권,,,,,,
652325,2026-09-15,최규호,한화투자증권,,,,,,
652324,2026-09-15,"노우호,황현식",메리츠증권,,화학,,,,
652323,2026-09-15,김동관,메리츠증권,140860,,Buy,330000,350000,lowered
652322,2026-09-15,황수욱,메리츠증권,,,,,,
652321,2026-09-15,리서치센터,대신증권,,,,,,
652320,2026-09-15,이다빈,유진투자증권,,의료·정밀기기,,,,
652318,2026-09-15,박재환,유진투자증권,,,,,,
652317,2026-09-15,황성현,유진투자증권,,화학,,,,
652316,2026-09-15,"민경원,임환열",우리은행,,,,,,
652315,2026-09-14,한유정,한화투자증권,090430,,Buy,200000,140000,raised
652313,2026-09-14,신희철,iM증권,420770,,Buy,155000,155000,held
652312,2026-09-14,김윤상,iM증권,,코스피 200 철강소재,,,,
652311,2026-09-14,"이승훈, 박상준",IBK투자증권,,인터넷,,,,
652310,2026-09-14,SK증권리서치센터,SK증권,,,,,,
652309,2026-09-14,신윤정,SK증권,,코스피 200 에너지화학,,,,
652308,2026-09-14,조준기,SK증권,,,,,,
652307,2026-09-14,최관순,SK증권,,코스피 200 에너지화학,,,,
652306,2026-09-14,나승두,SK증권,,코스피 200 금융,,,,
652305,2026-09-14,이승은,유안타증권,090430,,Buy,178000,178000,held
652304,2026-09-14,이상현,메리츠증권,,,,,,
652302,2026-09-14,황수욱,메리츠증권,,,,,,
652301,2026-09-14,양승수,메리츠증권,356860,,Buy,57000,85000,lowered
652300,2026-09-14,"정지수,박건영",메리츠증권,,통신업,,,,
652299,2026-09-14,"김정욱,황홍진",메리츠증권,,음식료품,,,,
652298,2026-09-14,"김정욱,황홍진",메리츠증권,,음식료품,,,,
652297,2026-09-14,"이효진,김수민",메리츠증권,,인터넷,,,,
652296,2026-09-14,"전배승, 전채원",LS증권,,금융,,,,
652295,2026-09-14,박지빈,LS증권,,화학,,,,
652294,2026-09-14,"김아영,박장욱",대신증권,,운송,,,,
652293,2026-09-14,리서치센터,대신증권,,,,,,
652292,2026-09-14,한병화,유진투자증권,,코스피 200 에너지화학,,,,
652291,2026-09-14,이해니,유진투자증권,090430,,Buy,190000,150000,raised
652290,2026-09-14,류태환,유진투자증권,375500,,Buy,121000,144000,lowered
652289,2026-09-14,"류태환,조유진",유진투자증권,,건설업,,,,
652288,2026-09-14,황성현,유진투자증권,,코스피 200 에너지화학,,,,
652287,2026-09-14,양승윤,유진투자증권,,기계,,,,
652286,2026-09-14,"민경원,임환열",우리은행,,,,,,
652285,2026-09-11,"정원석, 박정하",iM증권,121600,,Buy,80000,,new
652284,2026-09-11,변용진,iM증권,329180,,Buy,860000,860000,held
652283,2026-09-11,변준호,IBK투자증권,,,,,,
652282,2026-09-11,투자분석부,IBK투자증권,,,,,,
652281,2026-09-11,김예슬,IBK투자증권,,,,,,
652280,2026-09-11,"이승훈, 박상준",IBK투자증권,,인터넷,,,,
652279,2026-09-11,이동욱,IBK투자증권,,,,,,
652278,2026-09-11,기간산업분석부・혁신기업분석부,IBK투자증권,,,,,,
652277,2026-09-11,김운호,IBK투자증권,052710,,N/A,30000,20000,raised
652276,2026-09-11,이재혁,LS증권,329180,,Buy,800000,760000,raised
652275,2026-09-11,정홍식,LS증권,252990,,Buy,25000,25000,held
652274,2026-09-11,리서치센터,LS증권,,,,,,
652273,2026-09-11,박지빈,LS증권,,,,,,
652272,2026-09-11,리서치센터 투자전략실,LS증권,,,,,,
652271,2026-09-11,"최광혁, 우혜영, 박지빈",LS증권,,,,,,
652270,2026-09-11,,유안타증권,,,,,,
652269,2026-09-11,sk증권 리서치센터,SK증권,,,,,,
652268,2026-09-11,강대승,SK증권,,반도체,,,,
652267,2026-09-11,신윤정,SK증권,,은행,,,,
652266,2026-09-11,나승두,SK증권,,코스피 200 에너지화학,,,,
652265,2026-09-11,최관순,SK증권,,코스피 200 에너지화학,,,,
652264,2026-09-11,최관순,LS증권,006260,,매수,540000,630000,lowered
652263,2026-09-11,"박성순,김지은",한국IR협의회,033160,,투자의견없음,,,
652262,2026-09-11,이서연,상상인증권,329180,,투자의견없음,,850000,
652261,2026-09-11,최규호,한화투자증권,,,,,,
652260,2026-09-11,투자전략팀,한화투자증권,,,,,,
652259,2026-09-11,양승수,메리츠증권,,코스닥 IT 지수,,,,
652258,2026-09-11,"배기연,김현비",메리츠증권,,코스피 200 조선운송,,,,
652257,2026-09-11,리서치센터,대신증권,,,,,,
652256,2026-09-11,정의훈,유진투자증권,,운송,,,,
652255,2026-09-11,양승윤,유진투자증권,,기계,,,,
652254,2026-09-11,양승윤,유진투자증권,,코스피 200 조선운송,,,,
652253,2026-09-11,"민경원,임환열",우리은행,,,,,,
652252,2026-09-10,설용진,iM증권,,,,,,
652251,2026-09-10,우도형,유안타증권,039490,,Buy,470000,550000,lowered
652250,2026-09-10,우도형,유안타증권,071050,,Buy,317000,270000,raised
652249,2026-09-10,우도형,유안타증권,005940,,Buy,35000,38000,lowered
652248,2026-09-10,우도형,유안타증권,006800,,Buy,61000,75000,lowered
652247,2026-09-10,우도형,유안타증권,016360,,Buy,155000,120000,raised
652246,2026-09-10,"손현정, 김고은",유안타증권,018670,,Buy,340000,,new
652245,2026-09-10,"손현정, 김고은",유안타증권,036460,,Buy,48000,,new
652244,2026-09-10,"손현정, 김고은",유안타증권,015760,,Buy,47000,,new
652243,2026-09-10,이환욱,유안타증권,,,,,,
652242,2026-09-10,우도형,유안타증권,,증권,,,,
652241,2026-09-10,"손현정,김고은",유안타증권,,"전기,전자",,,,
652240,2026-09-10,"권명준,서석준",유안타증권,,반도체,,,,
652239,2026-09-10,SK증권 리서치센터,SK증권,,,,,,
652238,2026-09-10,최관순,SK증권,,코스피 200 에너지화학,,,,
652237,2026-09-10,투자분석부,IBK투자증권,,,,,,
652236,2026-09-10,"기간산업분석부, 혁신기업분석부",IBK투자증권,,,,,,
652235,2026-09-10,"이승훈, 박상준",IBK투자증권,,인터넷,,,,
652234,2026-09-10,이동욱,IBK투자증권,,코스피 200 에너지화학,,,,
652233,2026-09-10,"박준영,김나우",한화투자증권,,반도체,,,,
652232,2026-09-10,박제인,한화투자증권,,,,,,
652231,2026-09-10,안현국,한화투자증권,,,,,,
652229,2026-09-10,리서치센터,대신증권,,,,,,
652228,2026-09-10,양승윤,유진투자증권,,기계,,,,
652227,2026-09-10,"민경원,임환열",우리은행,,,,,,
652226,2026-09-09,선유진,LS증권,018260,,Buy,307000,263000,raised
652225,2026-09-09,"오정하,권지승",한국IR협의회,241770,,투자의견없음,,,
652224,2026-09-09,송유림,한화투자증권,012630,,Buy,34000,32000,raised
652223,2026-09-09,박유진,한화투자증권,,,,,,
652222,2026-09-09,박성호,LS증권,,오락·문화,,,,
652221,2026-09-09,투자분석부,IBK투자증권,,,,,,
652220,2026-09-09,김예슬,IBK투자증권,,,,,,
652219,2026-09-09,김동관,메리츠증권,095610,,Buy,200000,170000,raised
652218,2026-09-09,"기간산업분석부, 혁신기업분석부",IBK투자증권,,,,,,
652217,2026-09-09,"이승훈, 박상준",IBK투자증권,,인터넷,,,,
652216,2026-09-09,이동욱,IBK투자증권,,,,,,
652215,2026-09-09,,유안타증권,,,,,,
652214,2026-09-09,sk증권 리서치센터,SK증권,,,,,,
652213,2026-09-09,조준기,SK증권,,반도체,,,,
652212,2026-09-09,형권훈,SK증권,,제조업,,,,
652211,2026-09-09,최관순,SK증권,,코스피 200 에너지화학,,,,
652210,2026-09-09,나민식,SK증권,336260,,매수,74000,42000,raised
652209,2026-09-09,박강호,대신증권,222800,,Buy,170000,41000,raised
652208,2026-09-09,박강호,대신증권,356860,,Buy,60000,24000,raised
652207,2026-09-09,리서치센터,대신증권,,,,,,
652206,2026-09-09,양승윤,유진투자증권,,기계,,,,
652205,2026-09-09,"민경원,임환열",우리은행,,,,,,
652204,2026-09-08,이환욱,유안타증권,,,,,,
652203,2026-09-08,"황규원, 서석준",유안타증권,,화학,,,,
652201,2026-09-08,고선영,유안타증권,,"전기,전자",,,,
652200,2026-09-08,,유안타증권,,,,,,
652199,2026-09-08,sk증권 리서치센터,SK증권,,,,,,
652198,2026-09-08,최관순,SK증권,,코스피 200 에너지화학,,,,
652197,2026-09-08,투자분석부,IBK투자증권,,,,,,
652196,2026-09-08,"기간산업분석부, 혁신기업분석부",IBK투자증권,,,,,,
652195,2026-09-08,"이승훈, 박상준",IBK투자증권,,인터넷,,,,
652194,2026-09-08,"장호, 이상헌",iM증권,004170,,Buy,680000,,new
652193,2026-09-08,이상수,iM증권,,기계,,,,
652192,2026-09-08,성종화,LS증권,015760,,Buy,48000,52000,lowered
652191,2026-09-08,이재혁,LS증권,,코스피 200 조선운송,,,,
652190,2026-09-08,"백종석,김지은",한국IR협의회,170790,,투자의견없음,,,
652189,2026-09-08,이서연,상상인증권,,운송,,,,
652188,2026-09-08,"박세연,김예인",한화투자증권,,,,,,
652187,2026-09-08,"문경원,이동석",메리츠증권,,건설업,,,,
652186,2026-09-08,리서치센터,메리츠증권,,,,,,
652185,2026-09-08,리서치센터,대신증권,,,,,,
652184,2026-09-08,"양승윤,임범수",유진투자증권,,운송,,,,
652183,2026-09-08,황성현,유진투자증권,,화학,,,,
652182,2026-09-08,양승윤,유진투자증권,,기계,,,,
652181,2026-09-08,"민경원,임환열",우리은행,,,,,,
652180,2026-09-07,"김승준,이금민",한국IR협의회,086820,,투자의견없음,,,
652179,2026-09-07,최규호,한화투자증권,,,,,,
652177,2026-09-07,김윤상,iM증권,,철강및금속,,,,
652176,2026-09-07,투자분석부,IBK투자증권,,,,,,
652175,2026-09-07,기간산업분석부・혁신기업분석부,IBK투자증권,,,,,,
652174,2026-09-07,이현욱,IBK투자증권,,운송장비·부품,,,,
652173,2026-09-07,"이승훈, 박상준",IBK투자증권,,인터넷,,,,
652172,2026-09-07,SK증권리서치센터,SK증권,,,,,,
652171,2026-09-07,신윤정,SK증권,,,,,,
652170,2026-09-07,조준기,SK증권,,,,,,
652169,2026-09-07,형권훈,SK증권,090430,,매수,180000,180000,held
652168,2026-09-07,양승수,메리츠증권,441270,,Buy,13000,12000,raised
652167,2026-09-07,양승수,메리츠증권,,IT H/W,,,,
652165,2026-09-07,형권훈,SK증권,257720,,매수,62000,57000,raised
652164,2026-09-07,"이승훈,박민서",메리츠증권,,,,,,
652163,2026-09-07,"김정욱,황홍진",메리츠증권,,음식료품,,,,
652162,2026-09-07,형권훈,SK증권,192820,,매수,350000,250000,raised
652161,2026-09-07,형권훈,SK증권,278470,,매수,560000,560000,held
652160,2026-09-07,"이경연,이채리",대신증권,,,,,,
652159,2026-09-07,형권훈,SK증권,161890,,매수,180000,170000,raised
652158,2026-09-07,리서치센터,대신증권,,,,,,
652157,2026-09-07,이환욱,유안타증권,,,,,,
652156,2026-09-07,리서치센터,유안타증권,,,,,,
652155,2026-09-07,리서치센터,유안타증권,,,,,,
652154,2026-09-07,김용민,유안타증권,,운송,,,,
652153,2026-09-07,,유안타증권,,,,,,
652152,2026-09-07,성종화,LS증권,,"전기,전자",,,,
652151,2026-09-07,최관순,SK증권,,코스피 200 에너지화학,,,,
652150,2026-09-07,최관순,SK증권,,코스피 200 에너지화학,,,,
652149,2026-09-07,나승두,SK증권,,코스닥지수,,,,
652148,2026-09-07,형권훈,SK증권,,코스피 200 필수소비재,,,,
652147,2026-09-07,양승윤,유진투자증권,,기계,,,,
652146,2026-09-07,"류태환,조유진",유진투자증권,,건설업,,,,
652145,2026-09-07,한병화,유진투자증권,,코스피 200 에너지화학,,,,
652144,2026-09-07,황성현,유진투자증권,,코스피 200 에너지화학,,,,
652143,2026-09-07,"민경원,임환열",우리은행,,,,,,
652142,2026-09-04,"정수현,채윤석",한국IR협의회,265740,,투자의견없음,,,
652141,2026-09-04,투자전략팀,상상인증권,,,,,,
652140,2026-09-04,엄수진,한화투자증권,,,,,,
652139,2026-09-04,박제인,한화투자증권,,,,,,
652138,2026-09-04,박세연,한화투자증권,,,,,,
652137,2026-09-04,"김소혜,김나우",한화투자증권,286940,,Buy,30000,,new
652136,2026-09-04,투자전략팀,한화투자증권,,,,,,
652135,2026-09-04,김예슬,IBK투자증권,,,,,,
652134,2026-09-04,투자분석부,IBK투자증권,,,,,,
652133,2026-09-04,"정용택, 김희주",IBK투자증권,,,,,,
652132,2026-09-04,"기간산업분석부, 혁신기업분석부",IBK투자증권,,,,,,
652131,2026-09-04,"이승훈, 박상준",IBK투자증권,,인터넷,,,,
652130,2026-09-04,이동욱,IBK투자증권,,,,,,
652129,2026-09-04,이환욱,유안타증권,,,,,,
652128,2026-09-04,리서치센터,유안타증권,,,,,,
652127,2026-09-04,최관순,SK증권,,,,,,
652126,2026-09-04,최관순,SK증권,,코스피 200 에너지화학,,,,
652125,2026-09-04,sk증권 리서치센터,SK증권,,,,,,
652124,2026-09-04,양승수,메리츠증권,148150,,Buy,6500,6500,held
652123,2026-09-04,이지니,대신증권,028670,,N/A,8000,,new
652122,2026-09-04,"박혜진,권용수",대신증권,005830,,Buy,250000,,new
652121,2026-09-04,리서치센터,대신증권,,,,,,
652120,2026-09-04,이재일,유진투자증권,,운송,,,,
652119,2026-09-04,양승윤,유진투자증권,,기계,,,,
652118,2026-09-04,정의훈,유진투자증권,,기계,,,,
652117,2026-09-04,이재일,유진투자증권,,운송,,,,
652116,2026-09-04,"민경원,임환열",우리은행,,,,,,
652115,2026-09-03,김예슬,IBK투자증권,,,,,,
652114,2026-09-03,투자분석부,IBK투자증권,,,,,,
652113,2026-09-03,"기간산업분석부, 혁신기업분석부",IBK투자증권,,,,,,
652112,2026-09-03,"이승훈, 박상준",IBK투자증권,,인터넷,,,,
652111,2026-09-03,이동욱,IBK투자증권,,,,,,
652110,2026-09-03,SK증권 리서치센터,SK증권,,,,,,
652109,2026-09-03,최관순,SK증권,,코스피 200 에너지화학,,,,
652108,2026-09-03,박제민,SK증권,,반도체,,,,
652107,2026-09-03,이동주,SK증권,004990,,매수,33000,,new
652106,2026-09-03,이환욱,유안타증권,,,,,,
652105,2026-09-03,"권명준,서석준",유안타증권,,반도체,,,,
652104,2026-09-03,"최현재, 이안나",유안타증권,,,,,,
652103,2026-09-03,성종화,LS증권,062040,,Buy,290000,215000,raised
652102,2026-09-03,홍성기,LS증권,,전기가스업,,,,
652101,2026-09-03,최예찬,상상인증권,,,,,,
652100,2026-09-03,투자전략팀,상상인증권,,,,,,
652099,2026-09-03,안현국,한화투자증권,,,,,,
652098,2026-09-03,김성래,한화투자증권,,운송,,,,
652096,2026-09-03,양승수,메리츠증권,007810,,Buy,90000,95000,lowered
652095,2026-09-03,이진아,메리츠증권,,,,,,
652094,2026-09-03,홍가혜,대신증권,196170,,Buy,450000,410000,raised
652093,2026-09-03,리서치센터,대신증권,,,,,,
652092,2026-09-03,양승윤,유진투자증권,,기계,,,,
652091,2026-09-03,"민경원,임환열",우리은행,,,,,,
652090,2026-09-02,"고의영,박정하",iM증권,009150,,Buy,2000000,2300000,lowered
652089,2026-09-02,투자분석부,IBK투자증권,,,,,,
652088,2026-09-02,이현욱,IBK투자증권,,운송,,,,
652087,2026-09-02,기간산업분석부・혁신기업분석부,IBK투자증권,,,,,,
652086,2026-09-02,"이승훈, 박상준",IBK투자증권,,인터넷,,,,
652085,2026-09-02,"김운호, 고혁진",IBK투자증권,,,,,,
652084,2026-09-02,이동욱,IBK투자증권,,,,,,
652083,2026-09-02,sk증권 리서치센터,SK증권,,,,,,
652082,2026-09-02,장영임,SK증권,,증권,,,,
652081,2026-09-02,전배승,LS증권,,증권,,,,
652080,2026-09-02,이병근,LS증권,,운송,,,,
652079,2026-09-02,이병,LS증권,,반도체,,,,
652078,2026-09-02,박지빈,LS증권,,제조업,,,,
652077,2026-09-02,"이승은, 조계철",유안타증권,192820,,Buy,363000,,new
652076,2026-09-02,이환욱,유안타증권,,,,,,
652075,2026-09-02,이승웅,유안타증권,,반도체,,,,
652074,2026-09-02,이승웅,유안타증권,,통신업,,,,
652073,2026-09-02,"채윤석,정수현",한국IR협의회,027710,,투자의견없음,,,
652072,2026-09-02,김경태,상상인증권,,금융업,,,,
652070,2026-09-02,투자전략팀,상상인증권,,,,,,
652069,2026-09-02,"박준영,김나우",한화투자증권,,반도체,,,,
652068,2026-09-02,박유진,한화투자증권,,,,,,
652067,2026-09-02,권지우,한화투자증권,,철강및금속,,,,
652066,2026-09-02,"조아해,공건희",메리츠증권,,금융업,,,,
652065,2026-09-02,양승수,메리츠증권,009150,,투자의견없음,,,
652064,2026-09-02,"문경원,이동석",메리츠증권,126340,,투자의견없음,,,
652063,2026-09-02,김진형,대신증권,,반도체,,,,
652062,2026-09-02,리서치센터,대신증권,,,,,,
652061,2026-09-02,양승윤,유진투자증권,,기계,,,,
652060,2026-09-02,양승윤,유진투자증권,,기계,,,,
652059,2026-09-02,양승윤,유진투자증권,,기계,,,,
652058,2026-09-02,이해니,유진투자증권,,코스피 200 자유소비재,,,,
652057,2026-09-02,"민경원,임환열",우리은행,,,,,,
652056,2026-09-01,리서치센터,LS증권,,반도체,,,,
652055,2026-09-01,리서치센터,LS증권,,반도체,,,,
652054,2026-09-01,이재광,LS증권,,기계,,,,
652053,2026-09-01,정경희,LS증권,,"전기,전자",,,,
652052,2026-09-01,정경희,LS증권,,"전기,전자",,,,
652051,2026-09-01,투자전략팀,상상인증권,,,,,,
652050,2026-09-01,전유진,iM증권,096770,,Buy,190000,190000,held
652049,2026-09-01,정원석,iM증권,,"전기,전자",,,,
652048,2026-09-01,투자분석부,IBK투자증권,,,,,,
652047,2026-09-01,"이승훈, 박상준",IBK투자증권,,인터넷,,,,
652046,2026-09-01,기간산업분석부・혁신기업분석부,IBK투자증권,,,,,,
652045,2026-09-01,이동욱,IBK투자증권,,코스피 200 에너지화학,,,,
652044,2026-09-01,sk증권 리서치센터,SK증권,,,,,,
652043,2026-09-01,이환욱,유안타증권,,,,,,
652042,2026-09-01,최관순,SK증권,,코스피 200 에너지화학,,,,
652041,2026-09-01,허선재,SK증권,0039P0,,매수,14500,,new
652040,2026-09-01,"최현재, 이안나",유안타증권,,,,,,
652039,2026-09-01,신승윤,한화투자증권,,,,,,
652038,2026-09-01,박세연,한화투자증권,,,,,,
652037,2026-09-01,이승훈,메리츠증권,,,,,,
652036,2026-09-01,양승수,메리츠증권,353200,,Buy,180000,170000,raised
652035,2026-09-01,"문경원,이동석",메리츠증권,,건설업,,,,
652034,2026-09-01,리서치센터,대신증권,,,,,,
652033,2026-09-01,리서치센터,대신증권,,,,,,
652032,2026-09-01,양승윤,유진투자증권,,기계,,,,
652031,2026-09-01,양승윤,유진투자증권,,기계,,,,
652030,2026-09-01,박재환,유진투자증권,,,,,,
652029,2026-09-01,황성현,유진투자증권,,코스피 200 에너지화학,,,,
652028,2026-09-01,"민경원,임환열",우리은행,,,,,,
652027,2026-08-31,김윤상,iM증권,,철강및금속,,,,
652026,2026-08-31,"고의영,박정하",iM증권,,일반전기전자,,,,
652025,2026-08-31,투자분석부,IBK투자증권,,,,,,
652024,2026-08-31,"기간산업분석부, 혁신기업분석부",IBK투자증권,,,,,,
652023,2026-08-31,"이승훈, 박상준",IBK투자증권,,인터넷,,,,
652022,2026-08-31,sk증권 리서치센터,SK증권,,,,,,
652021,2026-08-31,조준기,SK증권,,,,,,
652020,2026-08-31,최관순,SK증권,,코스피 200 에너지화학,,,,
652019,2026-08-31,최관순,SK증권,034730,,매수,800000,800000,held
652018,2026-08-31,이환욱,유안타증권,,,,,,
652017,2026-08-31,리서치센터,유안타증권,,,,,,
652016,2026-08-31,이재형,유안타증권,,,,,,
652015,2026-08-31,"최현재, 이안나",유안타증권,,,,,,
652014,2026-08-31,전배승,LS증권,005830,,Buy,230000,210000,raised
652013,2026-08-31,"이나연,권지승",한국IR협의회,092190,,투자의견없음,,,
652012,2026-08-31,김도하,한화투자증권,005830,,Buy,260000,152000,raised
652009,2026-08-31,양승수,메리츠증권,,일반전기전자,,,,
652008,2026-08-31,"정지수,박건영",메리츠증권,,통신업,,,,
652007,2026-08-31,"이효진,김수민",메리츠증권,,인터넷,,,,
652005,2026-08-31,"이효진,김수민",메리츠증권,,오락·문화,,,,
652003,2026-08-31,"김정욱,황홍진",메리츠증권,,음식료품,,,,
652001,2026-08-31,"김정욱,황홍진",메리츠증권,,음식료품,,,,
652000,2026-08-31,홍가혜,대신증권,207940,,Buy,2000000,2000000,held
651999,2026-08-31,리서치센터,대신증권,,,,,,
651998,2026-08-31,"류태환,조유진",유진투자증권,,건설업,,,,
651997,2026-08-31,황성현,유진투자증권,,코스피 200 에너지화학,,,,
651996,2026-08-31,한병화,유진투자증권,,운송,,,,
651995,2026-08-31,"민경원,임환열",우리은행,,,,,,
651994,2026-08-28,"최현재, 이안나",유안타증권,,,,,,
651993,2026-08-28,"황규원,서석준",유안타증권,010950,,Buy,205000,,new
651992,2026-08-28,기간산업분석부・혁신기업분석부,IBK투자증권,,,,,,
651991,2026-08-28,"이승훈, 박상준",IBK투자증권,,인터넷,,,,
651990,2026-08-28,"권지승,이나연",한국IR협의회,159010,,투자의견없음,,,
651989,2026-08-28,이동욱,IBK투자증권,,,,,,
