ticker,name_en,name_ko,market,sector_ko,fiscal_year,headcount,men,women,women_share,tenure_years,tenure_years_men,tenure_years_women,tenure_ratio_women_to_men,annual_pay_per_person_krw_men,annual_pay_per_person_krw_women,pay_ratio_women_to_men,pay_ratio_withheld_reason,close_price_krw,market_cap_krw,listed_shares,price_as_of
010470,ORICOM Inc,오리콤,KOSDAQ,전문서비스업,2025,306,112,194,0.634,7.43,8.7,6.7,0.77,152000000,88000000,0.579,,4810,57599990500,11975050,20260909
187220,"Dt&C Co., Ltd.",디티앤씨,KOSDAQ,건축기술·엔지니어링,2025,306,240,66,0.216,5.67,6.1,4.1,0.672,61000000,33000000,0.541,,2050,23626112650,11524933,20260909
091120,"EM-Tech.CO.,LTD.",이엠텍,KOSDAQ,전자부품·컴퓨터·통신장비,2025,306,276,30,0.098,6.99,6.95,7.32,1.053,58663043.48,43600000,0.743,,4880,83608727680,17132936,20260909
005680,"SAMYOUNG ELECTRONICS CO.,LTD",삼영전자공업,KOSPI,전자부품·컴퓨터·통신장비,2025,305,161,144,0.472,,,,,58000000,38000000,0.655,,12150,243000000000,20000000,20260909
240550,"DongBang Medical Co., Ltd.",동방메디컬,KOSDAQ,의료·정밀·광학기기,2025,305,143,162,0.531,4.77,4.33,5.15,1.189,50000000,35000000,0.7,,5750,120370155000,20933940,20260909
009320,"AJIN ELECTRONIC COMPONENTS CO.,LTD",아진전자부품,KOSPI,자동차·트레일러,2025,305,239,66,0.216,6.1,5.87,6.91,1.177,64205041.84,57242363.64,0.892,,960,47327779200,49299770,20260909
131370,"RSUPPORT Co., Ltd.",알서포트,KOSDAQ,출판업,2025,304,208,96,0.316,6.27,6.74,5.24,0.777,70000000,53000000,0.757,,1490,79367953670,53267083,20260909
000850,"HWACHEON MACHINE TOOL CO.,LTD",화천기공,KOSPI,기타 기계·장비,2025,304,298,6,0.02,14.48,14.45,15.75,1.09,83731543.62,30166666.67,0.36,,35900,78980000000,2200000,20260909
146320,"BCnC Co., Ltd.",비씨엔씨,KOSDAQ,전자부품·컴퓨터·통신장비,2025,303,249,54,0.178,4.25,4.24,4.29,1.012,50012855.42,43517462.96,0.87,,9050,115821203150,12797923,20260909
029530,"SINDOH CO.,LTD",신도리코,KOSPI,전자부품·컴퓨터·통신장비,2025,303,233,70,0.231,17.51,17.3,18.2,1.052,80127635,58668729,0.732,,39400,382799722600,9715729,20260909
083550,KM CORPORATION,케이엠,KOSDAQ,섬유제품 제조,2025,303,231,72,0.238,6.49,6.6,6.15,0.932,42831168.83,32000000,0.747,,3270,44328659550,13556165,20260909
199820,"CHEIL ELECTRIC CO.,LTD.",제일일렉트릭,KOSDAQ,전기장비,2025,303,216,87,0.287,9.68,8.78,11.92,1.358,51462962.96,44620689.66,0.867,,7620,169316400000,22220000,20260909
001340,"PKC Co., Ltd.",PKC,KOSPI,화학물질·화학제품,2025,303,278,25,0.083,7.6,7.26,11.36,1.565,84000000,60000000,0.714,,5120,230543815680,45028089,20260909
367000,"Plateer Co., Ltd.",플래티어,KOSDAQ,출판업,2025,303,201,102,0.337,4.05,4.2,3.75,0.893,64969059.7,53903235.29,0.83,,3360,28184375520,8388207,20260909
010420,"HANSOL PNS CO.,LTD.",한솔피엔에스,,도매·상품중개,2025,303,222,81,0.267,6.54,6.57,6.44,0.98,68445945.95,52888888.89,0.773,,,,,
357580,"Amosense Co., Ltd.",아모센스,KOSDAQ,전자부품·컴퓨터·통신장비,2025,302,231,71,0.235,5.76,6,5,0.833,55000000,39000000,0.709,,5370,63311021940,11789762,20260909
317870,"Envioneer Co., Ltd.",엔바이오니아,KOSDAQ,기타 제품 제조,2025,301,259,42,0.14,2.65,2.33,4.63,1.987,39463320.46,35714285.71,0.905,,5030,44474731850,8841895,20260909
267290,"KYUNGDONG CITY GAS CO.,LTD",경동도시가스,KOSPI,전기·가스·증기,2025,301,277,24,0.08,17.5,17.5,17.5,1,97735000,88540000,0.906,,22250,131172783500,5895406,20260909
281740,"Lake Materials Co., Ltd.",레이크머티리얼즈,KOSDAQ,화학물질·화학제품,2025,300,276,24,0.08,4.26,4.33,3.42,0.79,60000000,47000000,0.783,,11450,752614774600,65730548,20260909
077360,"DUKSANHIMETALCO.,LTD.",덕산하이메탈,KOSDAQ,전자부품·컴퓨터·통신장비,2025,299,270,29,0.097,4.68,4.83,3.25,0.673,73000000,57000000,0.781,,10520,477997261040,45437002,20260909
104700,KISCO Corp.,한국철강,KOSPI,1차 금속,2025,299,284,15,0.05,22.2,22.54,15.7,0.697,108000000,64000000,0.593,,9510,346639500000,36450000,20260909
066360,"Cherrybro Co.,Ltd",체리부로,KOSDAQ,식료품 제조,2025,299,186,113,0.378,6.35,6.29,6.44,1.024,48695322.58,42109389.38,0.865,,1420,34045929940,23976007,20260909
069260,"TKG Huchems Co.,Ltd.",티케이지휴켐스,KOSPI,화학물질·화학제품,2025,298,279,19,0.064,14.7,15.22,7.05,0.463,112000000,45000000,0.402,,16520,675314273760,40878588,20260909
071970,"HD-Hyundai Marine Engine Co., Ltd.",HD현대마린엔진,KOSPI,기타 기계·장비,2025,298,270,28,0.094,9.28,9.7,5.25,0.541,104200000,76250000,0.732,,52800,1791054936000,33921495,20260909
042500,"RingNet Co., Ltd.",링네트,KOSDAQ,컴퓨터 프로그래밍·SI,2025,298,278,20,0.067,5.92,5.86,6.78,1.157,66207210,49184111,0.743,,4320,96297742080,22291144,20260909
274090,Kencoa Aerospace Corporation,켄코아에어로스페이스,KOSDAQ,기타 운송장비,2025,297,264,33,0.111,5.34,5.29,5.73,1.083,49167363.64,45147666.67,0.918,,9980,137466585860,13774207,20260909
033160,MKElectron,엠케이전자,KOSDAQ,전자부품·컴퓨터·통신장비,2025,296,256,40,0.135,10.96,11,10.67,0.97,63133331,49208471,0.779,,13610,334316829380,24564058,20260909
004990,Lotte Corporation,롯데지주,KOSPI,금융업,2025,296,212,84,0.284,3.39,3.5,3.1,0.886,173000000,107000000,0.618,,24850,2476644833600,99663776,20260909
049070,"INTOPS CO., LTD.",인탑스,KOSDAQ,전자부품·컴퓨터·통신장비,2025,296,231,65,0.22,9.97,10.77,7.11,0.66,60848484.85,38046153.85,0.625,,18980,298788854000,15742300,20260909
163730,Finger Inc.,핑거,KOSDAQ,출판업,2025,295,205,90,0.305,4.64,4.7,4.5,0.957,76000000,54000000,0.711,,9290,111626010930,12015717,20260909
041930,"SY DONG-A Co., Ltd.",SY동아,KOSDAQ,고무·플라스틱,2025,295,191,104,0.353,8.23,8.35,8,0.958,57649738.22,48221173.08,0.836,,5220,79344000000,15200000,20260909
256840,"BNC KOREA, Inc.",한국비엔씨,KOSDAQ,의료용 물질·의약품,2025,295,161,134,0.454,3.4,3.63,3.13,0.862,58695652.17,38335820.9,0.653,,2730,186718038780,68394886,20260909
213420,"DUK SAN NEOLUX CO.,LTD",덕산네오룩스,KOSDAQ,전자부품·컴퓨터·통신장비,2025,294,231,63,0.214,4.47,4.6,4,0.87,60000000,51000000,0.85,,31200,774732784800,24831179,20260909
031510,"AUSTEM CO.,LTD",오스템,KOSDAQ,자동차·트레일러,2025,293,282,11,0.038,20.2,20.56,10.96,0.533,78767000,55143000,0.7,,1144,32032000000,28000000,20260909
082800,"VIVOZON PHARMACEUTICAL CO., LTD.",비보존 제약,KOSDAQ,의료용 물질·의약품,2025,292,188,104,0.356,4.64,5,4,0.8,55726000,47468000,0.852,,3030,183980587980,60719666,20260909
237820,"PlayD Co., Ltd.",플레이디,KOSDAQ,전문서비스업,2025,292,93,199,0.682,5.75,4.8,6.2,1.292,64000000,57000000,0.891,,2260,28989336400,12827140,20260909
050860,"ASIA TECHNOLOGY Co., Ltd.",아세아텍,KOSDAQ,기타 기계·장비,2025,291,271,20,0.069,10.6,11,5.11,0.465,55992000,36980000,0.66,,1703,38317500000,22500000,20260909
122690,"Seojin Automotive Co.,Ltd.",서진오토모티브,KOSDAQ,자동차·트레일러,2025,290,278,12,0.041,12.9,13.2,5.9,0.447,75000000,45000000,0.6,,1655,38196019730,23079166,20260909
091580,"SANGSINENERGYDISPLAYPRECISIONCO.,LTD",상신이디피,KOSDAQ,전기장비,2025,290,242,48,0.166,5.7,5.58,6.33,1.134,41669000,34711000,0.833,,22050,293887228950,13328219,20260909
110790,"Creas F&C Co., Ltd",크리스에프앤씨,KOSDAQ,의복 제조,2025,290,134,156,0.538,3.56,3.78,3.37,0.892,75218000,55646000,0.74,,2940,68887022400,23430960,20260909
012340,"NUIN TEK CO., LTD",뉴인텍,KOSDAQ,자동차·트레일러,2025,289,242,47,0.163,9.33,9.37,9.11,0.972,52150636.36,48735191.49,0.935,,526,11595561118,22044793,20260909
042520,HANS BIOMED CORPORATION,한스바이오메드,KOSDAQ,의료용 물질·의약품,2025,289,133,156,0.54,5.2,5.9,4.6,0.78,50670000,33770000,0.666,,21100,300914843700,14261367,20260909
130580,"NICE D&B CO., LTD.",나이스디앤비,KOSDAQ,사업시설 관리,2025,288,153,135,0.469,6.05,6.1,6,0.984,82000000,64000000,0.78,,6370,98098000000,15400000,20260909
200780,"BCWORLDPHARM Co., Ltd.",비씨월드제약,KOSDAQ,의료용 물질·의약품,2025,288,152,136,0.472,5.18,4.8,5.6,1.167,47027000,33590000,0.714,,3020,32210296220,10665661,20260909
001270,"BOOKOOK SECURITIES CO.,LTD",부국증권,KOSPI,금융·보험 관련 서비스,2025,288,215,73,0.253,6.96,7.33,5.88,0.802,263342000,74629273.97,0.283,,49700,515383334200,10369886,20260909
009770,"SAM JUNG PULP CO.,LTD.",삼정펄프,KOSPI,펄프·종이 제조,2025,287,258,29,0.101,7.6,8,4,0.5,60000000,55000000,0.917,,27950,69874189450,2499971,20260909
440110,FADU INC.,파두,KOSDAQ,전자부품·컴퓨터·통신장비,2025,287,224,63,0.22,3.58,3.57,3.62,1.014,130812500,73539682.54,0.562,,74400,3728260408800,50111027,20260909
123700,"SJM CO.,LTD",에스제이엠,KOSPI,자동차·트레일러,2025,287,278,9,0.031,23.16,23.36,16.91,0.724,91135374.1,63968444.44,0.702,,3435,53602824630,15604898,20260909
000800,KEANGNAM ENTERPRISES LTD,경남기업,,종합 건설,2025,287,263,24,0.084,10.71,11.2,5.38,0.48,89505703.42,51500000,0.575,,,,,
046940,"Woowon Development Co., Ltd.",우원개발,KOSDAQ,전문직별 공사,2025,286,278,8,0.028,6.72,6.8,4.1,0.603,76622000,43728000,0.571,,2880,52054128000,18074350,20260909
129920,"Daesung Hi-Tech Co., Ltd.",대성하이텍,KOSDAQ,기타 기계·장비,2025,286,247,39,0.136,8.59,9,6,0.667,62003000,43669000,0.704,,4975,80837262600,16248696,20260909
013120,DongwonDevelopment,동원개발,KOSDAQ,종합 건설,2025,286,265,21,0.073,6.78,7,4,0.571,72000000,45000000,0.625,,2145,194783374500,90808100,20260909
372800,ITEYES Inc.,아이티아이즈,KOSDAQ,출판업,2025,286,213,73,0.255,3.85,4.08,3.17,0.777,67618711,43822214,0.648,,2950,20759707550,7037189,20260909
175250,Icure Pharmaceutical Incorporation,아이큐어,KOSDAQ,화학물질·화학제품,2025,286,126,160,0.559,2.73,2.83,2.66,0.94,12188920.63,9551031.25,0.784,,1791,67267037088,37558368,20260909
075180,SAERONAUTOMOTIVE CORPORRATION,새론오토모티브,KOSPI,자동차·트레일러,2025,286,272,14,0.049,13.82,14.4,2.5,0.174,80932000,44123000,0.545,,2970,57024000000,19200000,20260909
023760,"Han Kook Capital Co., Ltd.",한국캐피탈,KOSDAQ,금융업,2025,285,178,107,0.375,6.49,7.5,4.8,0.64,108760000,60298000,0.554,,1403,221400117564,157804788,20260909
023600,"SAMBO CORRUGATED BOARD CO.,LTD.",삼보판지,KOSDAQ,펄프·종이 제조,2025,284,280,4,0.014,7.66,7.67,7.17,,60118000,42478000,,fewer than 5 of one sex,9210,147436443000,16008300,20260909
032300,"KOREA PHARMA Co., Ltd.",한국파마,KOSDAQ,의료용 물질·의약품,2025,284,186,98,0.345,8.49,8,9.42,1.178,76395000,50865000,0.666,,7710,84090664710,10906701,20260909
008260,"NI STEEL CO.,LTD",NI스틸,KOSPI,1차 금속,2025,283,244,39,0.138,8.32,8.65,6.25,0.723,73029000,46343000,0.635,,3460,98956404820,28600117,20260909
138080,"OE Solutions Co., Ltd.",오이솔루션,KOSDAQ,전자부품·컴퓨터·통신장비,2025,283,155,128,0.452,7.06,8.08,5.83,0.722,55843000,37569000,0.673,,24000,297066192000,12377758,20260909
206560,"Dexter studios Co., Ltd.",덱스터,KOSDAQ,영상·오디오 제작,2025,283,140,143,0.505,4.63,4.98,4.28,0.859,52942857.14,42741258.74,0.807,,941,23912443576,25411736,20260909
010660,"HWACHEON MACHINERY CO.,LTD",화천기계,KOSPI,기타 기계·장비,2025,282,251,31,0.11,14.08,14.71,8.95,0.608,82275000,56089000,0.682,,3270,71940000000,22000000,20260909
075580,"SEJIN HEAVY INDUSTRIES CO., LTD.",세진중공업,KOSPI,기타 운송장비,2025,282,265,17,0.06,6.07,6.2,4,0.645,61894000,46956000,0.759,,10450,594076815200,56849456,20260909
002310,"ASIA PAPER MANUFACTURING CO.,LTD",아세아제지,KOSPI,펄프·종이 제조,2025,281,271,10,0.036,14.28,14,22,1.571,79000000,67000000,0.848,,8650,341238261500,39449510,20260909
150900,"FASOO AI Co.,Ltd.",파수AI,KOSDAQ,출판업,2025,281,189,92,0.327,6.76,7.38,5.49,0.744,69470899.47,55086956.52,0.793,,3500,40963727000,11703922,20260909
488900,"Vitzro Nextech Co., LTD",비츠로넥스텍,KOSDAQ,기타 운송장비,2025,281,254,27,0.096,6.29,6.71,2.37,0.353,59964566.93,28037037.04,0.468,,10060,291503016580,28976443,20260909
025770,KoreaInformation&Communication,한국정보통신,KOSDAQ,통신업,2025,281,207,74,0.263,9.89,11,6.8,0.618,133628000,77375000,0.579,,8020,300303053420,37444271,20260909
002710,TCC STEEL,TCC스틸,KOSPI,1차 금속,2025,281,266,15,0.053,16.39,17,5.6,0.329,98000000,49000000,0.5,,12020,315088637940,26213697,20260909
020120,"KidariStudio, Inc.",키다리스튜디오,KOSPI,정보서비스업,2025,281,96,185,0.658,2.97,2.8,3.06,1.093,67128156.25,45493156.76,0.678,,7960,295027577360,37063766,20260909
080520,ODTech,오디텍,KOSDAQ,전자부품·컴퓨터·통신장비,2025,280,146,134,0.479,7.7,7.7,7.7,1,35000000,32000000,0.914,,2810,31815991770,11322417,20260909
065510,"Huvitz Co., Ltd.",휴비츠,KOSDAQ,의료·정밀·광학기기,2025,280,233,47,0.168,7.52,7.95,5.36,0.674,74557939.91,52723404.26,0.707,,6930,75383812350,10877895,20260909
0015G0,"Green Optics Co.,Ltd.",그린광학,KOSDAQ,,2025,280,226,54,0.193,4.93,5.25,3.58,0.682,53000000,39000000,0.736,,14650,171442225650,11702541,20260909
002170,SYTS Corp.,SYTS,KOSPI,가죽·신발 제조,2025,279,199,80,0.287,5.58,5.25,6.39,1.217,55822000,44823000,0.803,,53000,159000000000,3000000,20260909
032620,GC MediAI Corporation,GC메디아이,KOSDAQ,출판업,2025,279,156,123,0.441,7.21,8.47,5.62,0.664,71832628.21,49828487.8,0.694,,3055,159462259645,52197139,20260909
000650,"CHUNIL EXPRESS CO.,LTD",천일고속,KOSPI,육상운송,2025,279,266,13,0.047,9.83,10.02,5.93,0.592,60000000,28000000,0.467,,143700,205378914000,1429220,20260909
334970,"Prestige Biologics Co., Ltd.",프레스티지바이오로직스,KOSDAQ,의료용 물질·의약품,2025,279,138,141,0.505,2.11,2.28,1.95,0.855,47351434.78,37135234.04,0.784,,1687,131168698619,77752637,20260909
009680,MOTONIC CORPORATION,모토닉,KOSPI,자동차·트레일러,2025,278,262,16,0.058,19.78,20.42,9.25,0.453,72121000,45936000,0.637,,10370,225372184780,21733094,20260909
018290,"VT Co., Ltd.",브이티,KOSDAQ,화학물질·화학제품,2025,277,44,233,0.841,2.25,4.5,1.83,0.407,71000000,43000000,0.606,,11970,418253800860,34941838,20260909
457190,"ISU SPECIALTY CHEMICAL CO., LTD.",이수스페셜티케미컬,KOSPI,화학물질·화학제품,2025,277,245,32,0.116,2.21,2.2,2.27,1.032,95702040.82,77718750,0.812,,68100,2057905183200,30218872,20260909
208860,"DASAN DMC Co., Ltd.",다산디엠씨,KOSDAQ,출판업,2025,277,209,68,0.245,0.54,0.62,0.28,0.452,17636363.64,9911764.71,0.562,,1303,44236814819,33949973,20260909
263690,DRGEM CORPORATION,디알젬,KOSDAQ,의료·정밀·광학기기,2025,276,217,59,0.214,4.41,4.51,4.05,0.898,60806451.61,43694915.25,0.719,,4990,56514793900,11325610,20260909
023000,"SAMWONSTEEL Co.,Ltd.",삼원강재,KOSPI,자동차·트레일러,2025,276,271,5,0.018,19.04,19.3,4.9,0.254,102000000,44000000,0.431,,2190,87030503640,39739956,20260909
005810,POONGSAN HOLDINGS CORPORATION,풍산홀딩스,KOSPI,금융업,2025,276,260,16,0.058,15.92,16.16,12,0.743,92495642.31,78358375,0.847,,37400,539206720800,14417292,20260909
148150,"Se Gyung Hi Tech Co., Ltd.",세경하이테크,KOSDAQ,전자부품·컴퓨터·통신장비,2025,275,226,49,0.178,4.43,4.2,5.5,1.31,54000000,42000000,0.778,,4150,147502694700,35542818,20260909
006140,"PJ ELECTRONICS CO., LTD.",피제이전자,KOSDAQ,의료·정밀·광학기기,2025,275,184,91,0.331,5.77,5.7,5.9,1.035,44000000,36000000,0.818,,4685,69642525000,14865000,20260909
351870,"Chai Communication Co., LTD.",차이커뮤니케이션,KOSDAQ,전문서비스업,2025,275,103,172,0.625,3.44,4.49,2.81,0.626,63579000,45011000,0.708,,2400,26785540800,11160642,20260909
025000,"KPX CHEMICAL CO., LTD.",KPX케미칼,KOSPI,화학물질·화학제품,2025,275,244,31,0.113,15.1,15.75,10,0.635,83741000,51825000,0.619,,53900,236012415100,4378709,20260909
271940,"ILJIN HYSOLUS Co., Ltd.",일진하이솔루스,KOSPI,기타 운송장비,2025,275,261,14,0.051,4.57,4.52,5.48,1.212,48068965.52,42357142.86,0.881,,11880,431400697200,36313190,20260909
026960,DONG SUH COMPANIES INC.,동서,KOSPI,도매·상품중개,2025,275,234,41,0.149,16.34,17.55,9.43,0.537,91605000,56220000,0.614,,25600,2552320000000,99700000,20260909
446540,"Megatouch Co., Ltd",메가터치,KOSDAQ,전기장비,2025,275,156,119,0.433,4.1,3.56,4.81,1.351,46243589.74,42084033.61,0.91,,7910,230015768010,29079111,20260909
052330,KORTEK CORPORATION,코텍,KOSDAQ,전자부품·컴퓨터·통신장비,2025,274,236,38,0.139,9.32,9.58,7.67,0.801,81000000,48000000,0.593,,11560,205323968840,17761589,20260909
425420,"TFE Co., Ltd.",티에프이,KOSDAQ,전자부품·컴퓨터·통신장비,2025,274,194,80,0.292,3.96,4.4,2.9,0.659,54000000,29000000,0.537,,53400,659339465400,12347181,20260909
480370,"CK SOLUTION Co., Ltd.",씨케이솔루션,KOSPI,기타 기계·장비,2025,274,238,36,0.131,2.44,2.45,2.34,0.955,69252100.84,47194444.44,0.681,,1619,52587399552,32481408,20260909
011760,HYUNDAI CORPORATION,현대코퍼레이션,KOSPI,도매·상품중개,2025,273,206,67,0.245,9.89,8.83,13.15,1.489,129262135.92,80462686.57,0.622,,25900,342630219400,13228966,20260909
064260,"DANAL CO., LTD.",다날,KOSDAQ,출판업,2025,273,140,133,0.487,4.15,4.59,3.68,0.802,71376000,46698000,0.654,,5120,387304739840,75645457,20260909
127710,"The Asia Business Daily Co., Ltd.",아시아경제,KOSDAQ,정보서비스업,2025,273,154,119,0.436,8.56,9,8,0.889,81196636.36,60519529.41,0.745,,1035,45590932350,44049210,20260909
009180,"Hansol Logistics CO., Ltd",한솔로지스틱스,KOSPI,창고·운송 관련,2025,273,187,86,0.315,8.26,8.5,7.75,0.912,60000000,46000000,0.767,,2760,77710077000,28155825,20260909
195500,Maniker F&G,마니커에프앤지,KOSDAQ,식료품 제조,2025,273,98,175,0.641,4.05,5.43,3.27,0.602,54401081.63,41401600,0.761,,1728,27609984000,15978000,20260909
049480,"Openbase, Inc.",오픈베이스,KOSDAQ,컴퓨터 프로그래밍·SI,2025,272,233,39,0.143,6.06,6.3,4.6,0.73,68000000,48000000,0.706,,1824,57314426592,31422383,20260909
045300,SUNGWOO TECHRON COMPANY,성우테크론,KOSDAQ,전자부품·컴퓨터·통신장비,2025,272,170,102,0.375,9.19,11.6,5.16,0.445,52118200,32511941.18,0.624,,2635,27791376620,10547012,20260909
048910,"DAEWON MEDIA CO.,LTD.",대원미디어,KOSDAQ,도매·상품중개,2025,272,95,177,0.651,4.88,6.7,3.9,0.582,50246000,41957000,0.835,,6660,83775780360,12578946,20260909
037070,PASECO CO.LTD,파세코,KOSDAQ,전기장비,2025,272,163,109,0.401,9.14,9.9,8,0.808,60170000,40481000,0.673,,5980,119600000000,20000000,20260909
328130,Lunit Inc.,루닛,KOSDAQ,출판업,2025,272,144,128,0.471,3.27,3.58,2.92,0.816,109388888.89,75039062.5,0.686,,8630,642574093400,74458180,20260909
326030,"SK biopharmaceuticals Co., Ltd.",에스케이바이오팜,KOSPI,연구개발업,2025,272,136,136,0.5,6.25,6.7,5.8,0.866,121000000,97000000,0.802,,83800,6562650350000,78313250,20260909
070080,"SAMBOAUTO. Co., Ltd",삼보오토,,자동차·트레일러,2025,272,219,53,0.195,7,7.7,4.1,0.532,50000000,42000000,0.84,,,,,
002720,"Kukje Pharma Co., Ltd.",국제약품,KOSPI,의료용 물질·의약품,2025,272,159,113,0.415,12.38,12.5,12.2,0.976,81000000,51000000,0.63,,3325,70356441400,21159832,20260909
014580,"TAEKYUNG BK CO.,LTD.",태경비케이,KOSPI,비금속 광물제품,2025,271,237,34,0.125,11.46,11.78,9.26,0.786,65692809,48147677,0.733,,3815,105229526500,27583100,20260909
001250,GS Global Corp.,GS글로벌,KOSPI,도매·상품중개,2025,271,190,81,0.299,10.63,10.9,10,0.917,123000000,62000000,0.504,,2640,217889136960,82533764,20260909
0013V0,"Samjinfood Co., Ltd.",삼진식품,KOSDAQ,,2025,271,113,158,0.583,4.63,4.84,4.48,0.926,58463052.16,39558267.32,0.677,,5020,49791653120,9918656,20260909
101970,"WOOYANG HC CO.,LTD.",우양에이치씨,KOSDAQ,금속가공제품,2025,270,249,21,0.078,10.61,10.58,10.92,1.032,68281771.08,48977904.76,0.717,,10360,153224493240,14790009,20260909
067570,NVH KOREA INC.,엔브이에이치코리아,KOSDAQ,자동차·트레일러,2025,270,245,25,0.093,10.07,10.48,6.07,0.579,92752000,66164000,0.713,,1678,70761260000,42170000,20260909
490470,SemiFive Inc.,세미파이브,KOSDAQ,건축기술·엔지니어링,2025,270,200,70,0.259,3.63,3.67,3.5,0.954,114000000,78000000,0.684,,15860,539643478400,34025440,20260909
092300,"HYUNWOOINDUSTRIALCO.,LTD",현우산업,KOSDAQ,전자부품·컴퓨터·통신장비,2025,269,192,77,0.286,7.17,7.2,7.1,0.986,54044000,45082000,0.834,,2490,50173178790,20149871,20260909
056700,SHINWHA INTERTEK CORP.,신화인터텍,KOSDAQ,고무·플라스틱,2025,269,218,51,0.19,7.74,8.2,5.8,0.707,64244000,48925000,0.762,,1423,41459234493,29135091,20260909
277880,"TSI Co., Ltd.",티에스아이,KOSDAQ,기타 기계·장비,2025,269,235,34,0.126,3.16,3.23,2.71,0.839,68000000,55000000,0.809,,3620,71832427440,19843212,20260909
008270,KDB CAPITAL CORPORATION,산은캐피탈,,금융업,2025,269,174,95,0.353,12.13,11.38,13.5,1.186,134827586.21,96000000,0.712,,,,,
388210,"CMTX Co.,Ltd.",씨엠티엑스,KOSDAQ,전자부품·컴퓨터·통신장비,2025,269,219,50,0.186,1.8,1.75,2,1.143,59000000,49000000,0.831,,73700,711532080600,9654438,20260909
078890,"KAON Group Co., Ltd.",가온그룹,KOSDAQ,전자부품·컴퓨터·통신장비,2025,267,225,42,0.157,4.92,5.08,4.08,0.803,79000000,46000000,0.582,,4300,79227254900,18424943,20260909
040910,"ICD Co.,Ltd",아이씨디,KOSDAQ,기타 기계·장비,2025,267,248,19,0.071,8.07,8.36,4.34,0.519,66000000,43000000,0.652,,4365,79330710375,18174275,20260909
090470,JAS Robotics Inc.,제이스로보틱스,KOSDAQ,기타 기계·장비,2025,267,244,23,0.086,7.8,8,5.7,0.713,63000000,41000000,0.651,,4395,76809630630,17476594,20260909
238490,"HIMS CO., LTD.",힘스,KOSDAQ,기타 기계·장비,2025,266,235,31,0.117,6.64,6.7,6.2,0.925,62611000,50933000,0.813,,2420,27375611120,11312236,20260909
356890,"CyberOne Co., Ltd.",싸이버원,KOSDAQ,출판업,2025,265,208,57,0.215,3.61,3.75,3.08,0.821,45000000,37000000,0.822,,2330,27852412250,11953825,20260909
003010,HAEIN CORPORATION,혜인,KOSPI,도매·상품중개,2025,264,228,36,0.136,12.64,12.75,11.92,0.935,68000000,54000000,0.794,,8760,111363663720,12712747,20260909
445090,"ASICLAND Co.,Ltd",에이직랜드,KOSDAQ,전자부품·컴퓨터·통신장비,2025,264,197,67,0.254,3.48,3.58,3.17,0.885,74000000,58000000,0.784,,21150,231077666700,10925658,20260909
204270,"JNTC CO.,LTD.",제이앤티씨,KOSDAQ,전자부품·컴퓨터·통신장비,2025,264,214,50,0.189,9.84,9.24,12.4,1.342,59051401.87,42400000,0.718,,21200,1226387479200,57848466,20260909
008830,DaedongGear,대동기어,KOSDAQ,기타 기계·장비,2025,264,253,11,0.042,7.72,7.84,4.88,0.622,79055000,45850000,0.58,,6560,125833368960,19181916,20260909
053580,WebCash Corporation,웹케시,KOSDAQ,출판업,2025,264,179,85,0.322,8.72,9.58,6.92,0.722,65000000,49000000,0.754,,7090,91846951240,12954436,20260909
084730,ThinkwareSystemsCorporation,팅크웨어,KOSDAQ,전자부품·컴퓨터·통신장비,2025,263,213,50,0.19,5.9,6.5,3.33,0.512,52000000,42000000,0.808,,6450,71655784800,11109424,20260909
282880,"COWINTECH Co., Ltd",코윈테크,KOSDAQ,기타 기계·장비,2025,263,240,23,0.087,3.83,4,2,0.5,66000000,43000000,0.652,,10140,118577991480,11694082,20260909
289010,"i-Scream Edu Co., Ltd.",아이스크림에듀,KOSDAQ,출판업,2025,263,102,161,0.612,5.09,5.4,4.9,0.907,60000000,45000000,0.75,,918,12801745008,13945256,20260909
160190,"HIGEN RNM CO., LTD",하이젠알앤엠,KOSDAQ,전기장비,2025,262,242,20,0.076,11.79,12.36,4.86,0.393,79104268.6,39098250,0.494,,22400,691891200000,30888000,20260909
443250,RevuCorporation Inc,레뷰코퍼레이션,KOSDAQ,전문서비스업,2025,262,116,146,0.557,4.49,4.96,4.12,0.831,58631000,38195000,0.651,,5720,61832153240,10809817,20260909
399720,"GAONCHIPS CO., LTD.",가온칩스,KOSDAQ,전자부품·컴퓨터·통신장비,2025,261,213,48,0.184,3.84,3.89,3.61,0.928,84000000,61000000,0.726,,42700,506372638800,11858844,20260909
171090,"SUNIC SYSTEM Co., Ltd.",선익시스템,KOSDAQ,기타 기계·장비,2025,261,231,30,0.115,5.67,5.77,4.87,0.844,77000000,48000000,0.623,,68100,689691330600,10127626,20260909
017250,IntermCorporation,인터엠,KOSDAQ,전자부품·컴퓨터·통신장비,2025,261,154,107,0.41,9.33,9.9,8.5,0.859,47790000,37681000,0.788,,1045,21992513015,21045467,20260909
044340,WINIX INC.,위닉스,KOSDAQ,전기장비,2025,261,197,64,0.245,8.85,8.58,9.67,1.127,68754000,50587000,0.736,,3135,56033187375,17873425,20260909
119830,"ITEK, Inc.",아이텍,KOSDAQ,기타 과학기술 서비스,2025,260,163,97,0.373,5.45,5.3,5.7,1.075,53000000,43000000,0.811,,6040,160292757440,26538536,20260909
