exchange,symbol,date,weight,tag,title
ADX,FCI,2026-02-13 00:00:00.0,9,financial-report,"Fujairah Cement Industries Preliminary Financial Results for the Period Ended December 31,2025"
ADX,FCI,2025-11-13 00:00:00.0,9,financial-report,"Fujairah Cement Industries Financial Results for the Period Ended September 30,2025"
ADX,FCI,2025-11-13 00:00:00.0,9,financial-report,"Fujairah Cement Industries Report of accumulated losses for the year September 30,2025"
ADX,FCI,2025-11-13 00:00:00.0,9,financial-report,"Fujairah Cement Industries Management Discussion and Analysis Report for the Period Ended September 30,2025"
ADX,FCI,2026-04-16 00:00:00.0,8,ceo-change,LIST OF CANDIDATES FOR THE ELECTION OF BOARD OF DIRECTORS FOR THE PERIOD 2026:2028
ADX,FCI,2026-07-30 00:00:00.0,6,board-outcome,Fujairah Cement Industries Board Meeting Results held on 30/07/2026 at 11:00 
ADX,FCI,2026-04-27 00:00:00.0,6,board-outcome,Fujairah Cement Industries Board Meeting Results held on 27/04/2026 at 12:00 
ADX,FCI,2026-03-26 00:00:00.0,6,board-outcome,Fujairah Cement Industries Board Meeting Results held on 26/03/2026 at 11:00 
ADX,FCI,2026-02-13 00:00:00.0,6,board-outcome,Fujairah Cement Industries - By Passing Board Meeting Results held on 13/02/2026 at 10:00 
ADX,FCI,2025-11-13 00:00:00.0,6,board-outcome,Fujairah Cement Industries Board Meeting Results held on 13/11/2025 at 11:00 
ADX,FERTIGLB,2026-07-28 00:00:00.0,9,financial-report,"Fertiglobe plc Financial Results for the Period Ended June 30,2026"
ADX,FERTIGLB,2026-07-28 00:00:00.0,9,financial-report,"Fertiglobe plc Management Discussion and Analysis Report for the Period Ended June 30,2026"
ADX,FERTIGLB,2026-04-29 00:00:00.0,9,financial-report,"Fertiglobe plc Financial Results Press Release for the Period Ended March 31,2026"
ADX,FERTIGLB,2026-04-29 00:00:00.0,9,financial-report,"Fertiglobe plc Management Discussion and Analysis Report for the Period Ended March 31,2026"
ADX,FERTIGLB,2026-04-29 00:00:00.0,9,financial-report,"Fertiglobe plc Financial Results for the Period Ended March 31,2026"
ADX,FERTIGLB,2026-03-30 00:00:00.0,9,financial-report,Fertiglobe plc Sustainability Report
ADX,FERTIGLB,2026-03-09 00:00:00.0,9,financial-report,"Fertiglobe plc Corporate Governance Report for the year December 31,2025"
ADX,FERTIGLB,2026-03-09 00:00:00.0,9,financial-report,"Fertiglobe plc Integrated Report December 31,2025"
ADX,FERTIGLB,2026-03-05 00:00:00.0,9,financial-report,"Fertiglobe plc Financial Results for the Period Ended December 31,2025"
ADX,FERTIGLB,2026-02-11 00:00:00.0,9,financial-report,"Fertiglobe plc Management Discussion and Analysis Report for the Period Ended December 31,2025"
ADX,FERTIGLB,2026-02-11 00:00:00.0,9,financial-report,"Fertiglobe plc Financial Results Press Release for the Period Ended December 31,2025"
ADX,FERTIGLB,2026-02-11 00:00:00.0,9,financial-report,"Fertiglobe plc Preliminary Financial Results for the Period Ended December 31,2025"
ADX,FERTIGLB,2025-11-10 00:00:00.0,9,financial-report,"Fertiglobe plc Management Discussion and Analysis Report for the Period Ended September 30,2025"
ADX,FERTIGLB,2025-11-10 00:00:00.0,9,financial-report,"Fertiglobe plc Financial Results Press Release for the Period Ended September 30,2025"
ADX,FERTIGLB,2025-11-10 00:00:00.0,9,financial-report,"Fertiglobe plc Financial Results for the Period Ended September 30,2025"
ADX,FERTIGLB,2025-10-01 00:00:00.0,8,control-change,Fertiglobe Completes Acquisition of Wengfu Australia’s Distribution Assets
ADX,FERTIGLB,2026-07-28 00:00:00.0,6,board-outcome,Fertiglobe plc Board Meeting Results held on 27/07/2026 at 15:00 
ADX,FERTIGLB,2026-04-29 00:00:00.0,6,board-outcome,Fertiglobe plc Board Meeting Results held on 28/04/2026 at 17:00 
ADX,FERTIGLB,2026-03-05 00:00:00.0,6,board-outcome,Fertiglobe plc Board Meeting Results held on 04/03/2026 at 18:00 
ADX,FERTIGLB,2026-02-11 00:00:00.0,6,board-outcome,Fertiglobe plc Board Meeting Results held on 10/02/2026 at 18:00 
ADX,FERTIGLB,2026-02-05 00:00:00.0,6,board-outcome,Fertiglobe plc Board Meeting Results held on 04/02/2026 at 16:00 
ADX,FERTIGLB,2025-11-10 00:00:00.0,6,board-outcome,Fertiglobe plc Board Meeting Results held on 07/11/2025 at 15:00 
ADX,GCCDIV,2026-08-14 00:00:00.0,9,financial-report,"Lunate Solactive GCC Shariah Dividend ETF Financial Results Summary for the Period Ended June 30,2026"
ADX,GCEM,2026-08-03 00:00:00.0,9,financial-report,"Gulf Cement Co. Financial Results for the Period Ended June 30,2026"
ADX,GCEM,2026-08-03 00:00:00.0,9,financial-report,"Gulf Cement Co. Management Discussion and Analysis Report for the Period Ended June 30,2026"
ADX,GCEM,2026-05-12 00:00:00.0,9,financial-report,"Gulf Cement Co. Management Discussion and Analysis Report for the Period Ended March 31,2026"
ADX,GCEM,2026-05-12 00:00:00.0,9,financial-report,"Gulf Cement Co. Financial Results for the Period Ended March 31,2026"
ADX,GCEM,2026-03-31 00:00:00.0,9,financial-report,"Gulf Cement Co. Integrated Report December 31,2025"
ADX,GCEM,2026-03-31 00:00:00.0,9,financial-report,Gulf Cement Co. Sustainability Report
ADX,GCEM,2026-03-30 00:00:00.0,9,financial-report,"Gulf Cement Co. Corporate Governance Report for the year December 31,2025"
ADX,GCEM,2026-02-05 00:00:00.0,9,financial-report,"Gulf Cement Co. Financial Results for the Period Ended December 31,2025"
ADX,GCEM,2026-02-05 00:00:00.0,9,financial-report,"Gulf Cement Co. Management Discussion and Analysis Report for the Period Ended December 31,2025"
ADX,GCEM,2025-11-04 00:00:00.0,9,financial-report,"Gulf Cement Co. Management Discussion and Analysis Report for the Period Ended September 30,2025"
ADX,GCEM,2025-11-04 00:00:00.0,9,financial-report,"Gulf Cement Co. Financial Results for the Period Ended September 30,2025"
ADX,GCEM,2026-08-03 00:00:00.0,6,board-outcome,Gulf Cement Co. Board Meeting Results held on 03/08/2026 at 14:00 
ADX,GCEM,2026-05-12 00:00:00.0,6,board-outcome,Gulf Cement Co. Board Meeting Results held on 12/05/2026 at 14:00 
ADX,GCEM,2026-04-16 00:00:00.0,6,board-outcome,Gulf Cement Co. Board Meeting Results held on 16/04/2026 at 14:00 
ADX,GCEM,2026-02-05 00:00:00.0,6,board-outcome,Gulf Cement Co. Board Meeting Results held on 05/02/2026 at 14:00 
ADX,GCEM,2025-11-04 00:00:00.0,6,board-outcome,Gulf Cement Co. Board Meeting Results held on 04/11/2025 at 14:00 
ADX,GFH,2026-08-13 00:00:00.0,9,financial-report,"GFH Bank B.S.C Financial Results Press Release for the Period Ended June 30,2026"
ADX,GFH,2026-08-13 00:00:00.0,9,financial-report,"GFH Bank B.S.C Financial Results for the Period Ended June 30,2026"
ADX,GFH,2026-05-14 00:00:00.0,9,financial-report,"GFH Bank B.S.C Financial Results for the Period Ended March 31,2026"
ADX,GFH,2026-04-07 00:00:00.0,9,financial-report,"GFH Financial Group B.S.C Financial Results for the Period Ended December 31,2025"
ADX,GFH,2025-11-14 00:00:00.0,9,financial-report,"GFH Financial Group B.S.C Financial Results for the Period Ended September 30,2025"
ADX,GFH,2026-08-13 00:00:00.0,6,board-outcome,GFH Bank B.S.C Board Meeting Results held on 13/08/2026 at 03:00 
ADX,GFH,2026-05-14 00:00:00.0,6,board-outcome,GFH Bank B.S.C Board Meeting Results held on 14/05/2026 at 15:00 
ADX,GFH,2026-02-12 00:00:00.0,6,board-outcome,GFH Financial Group B.S.C Board Meeting Results held on 11/02/2026 at 15:00 
ADX,GFH,2025-11-14 00:00:00.0,6,board-outcome,GFH Financial Group B.S.C Board Meeting Results held on 13/11/2025 at 15:00 
ADX,GHITHA,2026-07-28 00:00:00.0,9,financial-report,"GHITHA HOLDING P.J.S.C. Financial Results for the Period Ended June 30,2026"
ADX,GHITHA,2026-07-28 00:00:00.0,9,financial-report,"GHITHA HOLDING P.J.S.C. Financial Results Summary for the Period Ended June 30,2026"
ADX,GHITHA,2026-04-29 00:00:00.0,9,financial-report,"GHITHA HOLDING P.J.S.C. Financial Results for the Period Ended March 31,2026"
ADX,GHITHA,2026-04-29 00:00:00.0,9,financial-report,"GHITHA HOLDING P.J.S.C. Financial Results Summary for the Period Ended March 31,2026"
ADX,GHITHA,2026-02-26 00:00:00.0,9,financial-report,"GHITHA HOLDING P.J.S.C. Corporate Governance Report for the year December 31,2025"
ADX,GHITHA,2026-01-29 00:00:00.0,9,financial-report,"GHITHA HOLDING P.J.S.C. Financial Results for the Period Ended December 31,2025"
ADX,GHITHA,2026-01-29 00:00:00.0,9,financial-report,"GHITHA HOLDING P.J.S.C. Financial Results Summary for the Period Ended December 31,2025"
ADX,GHITHA,2025-10-27 00:00:00.0,9,financial-report,"GHITHA HOLDING P.J.S.C. Financial Results for the Period Ended September 30,2025"
ADX,GHITHA,2025-10-27 00:00:00.0,9,financial-report,"GHITHA HOLDING P.J.S.C. Financial Results Summary for the Period Ended September 30,2025"
ADX,GHITHA,2025-11-14 00:00:00.0,8,control-change,GHITHA HOLDING P.J.S.C. Announcements - Completion of Multiply Group PJSC’s Acquisition of majority stake in Ghitha Holding PJSC
ADX,GHITHA,2026-07-28 00:00:00.0,6,board-outcome,GHITHA HOLDING P.J.S.C. Board Meeting Results held on 28/07/2026 at 15:30 
ADX,GHITHA,2026-04-29 00:00:00.0,6,board-outcome,GHITHA HOLDING P.J.S.C. Board Meeting Results held on 29/04/2026 at 15:30 
ADX,GHITHA,2026-01-29 00:00:00.0,6,board-outcome,GHITHA HOLDING P.J.S.C. Board Meeting Results held on 29/01/2026 at 15:30 
ADX,GHITHA,2025-10-27 00:00:00.0,6,board-outcome,GHITHA HOLDING P.J.S.C. Board Meeting Results held on 27/10/2025 at 15:30 
ADX,GHITHA,2025-10-20 00:00:00.0,6,board-outcome,GHITHA HOLDING P.J.S.C. Board Meeting Results held on 20/10/2025 at 08:00 
ADX,GMPC,2026-08-13 00:00:00.0,9,financial-report,"Gulf Medical Projects Company Financial Results for the Period Ended June 30,2026"
ADX,GMPC,2026-05-11 00:00:00.0,9,financial-report,"Gulf Medical Projects Company Financial Results for the Period Ended March 31,2026"
ADX,GMPC,2026-05-11 00:00:00.0,9,financial-report,"Gulf Medical Projects Company Management Report for the Period Ended March 31,2026"
ADX,GMPC,2026-03-26 00:00:00.0,9,financial-report,"Gulf Medical Projects Company Management Report for the Period Ended December 31,2025"
ADX,GMPC,2026-02-21 00:00:00.0,9,financial-report,"Gulf Medical Projects Company Integrated Report December 31,2025"
ADX,GMPC,2026-02-17 00:00:00.0,9,financial-report,"Gulf Medical Projects Company Financial Results for the Period Ended December 31,2025"
ADX,GMPC,2026-02-10 00:00:00.0,9,financial-report,"Gulf Medical Projects Company Preliminary Financial Results for the Period Ended December 31,2025"
ADX,GMPC,2026-01-09 00:00:00.0,9,financial-report,"Gulf Medical Projects Company Integrated Report December 31,2024"
ADX,GMPC,2025-11-13 00:00:00.0,9,financial-report,"Gulf Medical Projects Company Financial Results for the Period Ended September 30,2025"
ADX,GMPC,2025-11-13 00:00:00.0,9,financial-report,"Gulf Medical Projects Company Management Report for the Period Ended September 30,2025"
ADX,GMPC,2026-03-23 00:00:00.0,8,ceo-change,Gulf Medical Projects Company Elections (Board Members)
ADX,GMPC,2026-02-23 00:00:00.0,8,ceo-change,Gulf Medical Projects Company Elections (Board Members)
ADX,GMPC,2026-08-13 00:00:00.0,6,board-outcome,Gulf Medical Projects Company Board Meeting Results held on 13/08/2026 at 13:00 
ADX,GMPC,2026-05-11 00:00:00.0,6,board-outcome,Gulf Medical Projects Company Board Meeting Results held on 11/05/2026 at 12:00 
ADX,GMPC,2026-03-26 00:00:00.0,6,board-outcome,Gulf Medical Projects Company Board Meeting Results held on 26/03/2026 at 13:00 
ADX,GMPC,2026-02-17 00:00:00.0,6,board-outcome,Gulf Medical Projects Company Board Meeting Results held on 17/02/2026 at 12:00 
ADX,GMPC,2025-12-11 00:00:00.0,6,board-outcome,Gulf Medical Projects Company Board Meeting Results held on 11/12/2025 at 13:00 
ADX,GMPC,2025-11-13 00:00:00.0,6,board-outcome,Gulf Medical Projects Company Board Meeting Results held on 13/11/2025 at 13:00 
ADX,GRMNY,2026-08-27 00:00:00.0,9,financial-report,"Lunate S&P Germany UCITS ETF Financial Results Summary for the Period Ended June 30,2026"
ADX,GRMNY,2026-04-30 00:00:00.0,9,financial-report,"Chimera S&P Germany UCITS ETF - Share Class D - In      Financial Results Summary for the Period Ended December 31,2025"
ADX,HAYAH,2026-08-13 00:00:00.0,9,financial-report,"Hayah Insurance Company P.J.S.C Report of accumulated losses for the year June 30,2026"
ADX,HAYAH,2026-08-13 00:00:00.0,9,financial-report,"Hayah Insurance Company P.J.S.C Financial Results for the Period Ended June 30,2026"
ADX,HAYAH,2026-05-14 00:00:00.0,9,financial-report,"Hayah Insurance Company P.J.S.C Report of accumulated losses for the year March 31,2026"
ADX,HAYAH,2026-05-14 00:00:00.0,9,financial-report,"Hayah Insurance Company P.J.S.C Financial Results for the Period Ended March 31,2026"
ADX,HAYAH,2026-04-14 00:00:00.0,9,financial-report,"Hayah Insurance Company P.J.S.C Integrated Report December 31,2025"
ADX,HAYAH,2026-04-13 00:00:00.0,9,financial-report,Hayah Insurance Company P.J.S.C Sustainability Report
ADX,HAYAH,2026-04-10 00:00:00.0,9,financial-report,"Hayah Insurance Company P.J.S.C Corporate Governance Report for the year December 31,2025"
ADX,HAYAH,2026-03-23 00:00:00.0,9,financial-report,"Hayah Insurance Company P.J.S.C Report of accumulated losses for the year December 31,2025"
ADX,HAYAH,2026-03-23 00:00:00.0,9,financial-report,"Hayah Insurance Company P.J.S.C Financial Results for the Period Ended December 31,2025"
ADX,HAYAH,2026-02-13 00:00:00.0,9,financial-report,"Hayah Insurance Company P.J.S.C Preliminary Financial Results for the Period Ended December 31,2025"
ADX,HAYAH,2025-11-11 00:00:00.0,9,financial-report,"Hayah Insurance Company P.J.S.C Financial Results for the Period Ended September 30,2025"
ADX,HAYAH,2025-11-11 00:00:00.0,9,financial-report,"Hayah Insurance Company P.J.S.C Report of accumulated losses for the year September 30,2025"
ADX,HAYAH,2026-08-12 00:00:00.0,6,board-outcome,Hayah Insurance Company P.J.S.C Board Meeting Results held on 12/08/2026 at 16:00 
ADX,HAYAH,2026-07-15 00:00:00.0,6,board-outcome,Hayah Insurance Company P.J.S.C Board Meeting Results held on 15/07/2026 at 11:00 
ADX,HAYAH,2026-05-13 00:00:00.0,6,board-outcome,Hayah Insurance Company P.J.S.C Board Meeting Results held on 13/05/2026 at 11:00 
ADX,HAYAH,2026-04-06 00:00:00.0,6,board-outcome,Hayah Insurance Company P.J.S.C Board Meeting Results held on 06/04/2026 at 16:00 
ADX,HAYAH,2026-03-26 00:00:00.0,6,board-outcome,Hayah Insurance Company P.J.S.C Board Meeting Results held on 26/03/2026 at 16:00 
ADX,HAYAH,2026-03-11 00:00:00.0,6,board-outcome,Hayah Insurance Company P.J.S.C Board Meeting Results held on 11/03/2026 at 11:00 
ADX,HAYAH,2026-02-26 00:00:00.0,6,board-outcome,Hayah Insurance Company P.J.S.C Board Meeting Results held on 26/02/2026 at 14:00 
ADX,HAYAH,2026-01-15 00:00:00.0,6,board-outcome,Hayah Insurance Company P.J.S.C Board Meeting Results held on 15/01/2026 at 16:00 
ADX,HAYAH,2025-12-15 00:00:00.0,6,board-outcome,Hayah Insurance Company P.J.S.C Board Meeting Results held on 15/12/2025 at 11:00 
ADX,HAYAH,2025-11-11 00:00:00.0,6,board-outcome,Hayah Insurance Company P.J.S.C Board Meeting Results held on 11/11/2025 at 11:00 
ADX,HAYAH,2025-09-18 00:00:00.0,6,board-outcome,Hayah Insurance Company P.J.S.C Board Meeting Results held on 18/09/2025 at 11:00 
ADX,ICAP,2026-09-03 00:00:00.0,9,financial-report,"Investcorp Capital PLC Integrated Report June 30,2026"
ADX,ICAP,2026-07-31 00:00:00.0,9,financial-report,"Investcorp Capital PLC Management Discussion and Analysis Report for the Period Ended June 30,2026"
ADX,ICAP,2026-07-30 00:00:00.0,9,financial-report,"Investcorp Capital PLC Financial Results for the Period Ended June 30,2026"
ADX,ICAP,2026-05-01 00:00:00.0,9,financial-report,"Investcorp Capital PLC Management Discussion and Analysis Report for the Period Ended March 31,2026"
ADX,ICAP,2026-04-30 00:00:00.0,9,financial-report,"Investcorp Capital PLC Financial Results for the Period Ended March 31,2026"
ADX,ICAP,2026-02-11 00:00:00.0,9,financial-report,"Investcorp Capital PLC Financial Results for the Period Ended December 31,2025"
ADX,ICAP,2025-11-12 00:00:00.0,9,financial-report,"Investcorp Capital PLC Management Discussion and Analysis Report for the Period Ended September 30,2025"
ADX,ICAP,2025-11-11 00:00:00.0,9,financial-report,"Investcorp Capital PLC Financial Results Press Release for the Period Ended September 30,2025"
ADX,ICAP,2025-11-11 00:00:00.0,9,financial-report,"Investcorp Capital PLC Financial Results for the Period Ended September 30,2025"
ADX,ICAP,2025-10-08 00:00:00.0,9,financial-report,"Investcorp Capital PLC Integrated Report June 30,2025"
ADX,ICAP,2025-09-30 00:00:00.0,9,financial-report,"Investcorp Capital PLC Integrated Report June 30,2025"
ADX,ICAP,2025-09-30 00:00:00.0,9,financial-report,"Investcorp Capital PLC Management Discussion and Analysis Report for the Period Ended June 30,2025"
ADX,ICAP,2025-09-18 00:00:00.0,9,financial-report,"Investcorp Capital PLC Financial Results Press Release for the Period Ended June 30,2025"
ADX,ICAP,2025-09-18 00:00:00.0,9,financial-report,"Investcorp Capital PLC Financial Results for the Period Ended June 30,2025"
ADX,ICAP,2026-07-30 00:00:00.0,6,board-outcome,Investcorp Capital PLC Board Meeting Results held on 30/07/2026 at 15:00 
ADX,ICAP,2026-04-30 00:00:00.0,6,board-outcome,Investcorp Capital PLC Board Meeting Results held on 30/04/2026 at 15:30 
ADX,ICAP,2025-11-10 00:00:00.0,6,board-outcome,Investcorp Capital PLC Board Meeting Results held on 10/11/2025 at 15:00 
ADX,ICAP,2025-09-18 00:00:00.0,6,board-outcome,Investcorp Capital PLC Board Meeting Results held on 18/09/2025 at 15:00 
ADX,IHC,2026-08-05 00:00:00.0,9,financial-report,"International Holding Company PJSC Financial Results for the Period Ended June 30,2026"
ADX,IHC,2026-08-05 00:00:00.0,9,financial-report,"International Holding Company PJSC Management Discussion and Analysis Report for the Period Ended June 30,2026"
ADX,IHC,2026-08-05 00:00:00.0,9,financial-report,"International Holding Company PJSC Financial Results Summary for the Period Ended June 30,2026"
ADX,IHC,2026-05-06 00:00:00.0,9,financial-report,"International Holding Company PJSC Financial Results for the Period Ended March 31,2026"
ADX,IHC,2026-05-06 00:00:00.0,9,financial-report,"International Holding Company PJSC Management Discussion and Analysis Report for the Period Ended March 31,2026"
ADX,IHC,2026-05-06 00:00:00.0,9,financial-report,"International Holding Company PJSC Financial Results Summary for the Period Ended March 31,2026"
ADX,IHC,2026-03-07 00:00:00.0,9,financial-report,"International Holding Company PJSC Integrated Report December 31,2025"
ADX,IHC,2026-03-05 00:00:00.0,9,financial-report,International Holding Company PJSC Sustainability Report
ADX,IHC,2026-02-23 00:00:00.0,9,financial-report,"International Holding Company PJSC Corporate Governance Report for the year December 31,2025"
ADX,IHC,2026-02-13 00:00:00.0,9,financial-report,"International Holding Company PJSC Management Discussion and Analysis Report for the Period Ended December 31,2025"
ADX,IHC,2026-02-13 00:00:00.0,9,financial-report,"International Holding Company PJSC Financial Results for the Period Ended December 31,2025"
ADX,IHC,2026-02-13 00:00:00.0,9,financial-report,"International Holding Company PJSC Financial Results Summary for the Period Ended December 31,2025"
ADX,IHC,2025-11-05 00:00:00.0,9,financial-report,"International Holding Company PJSC Management Discussion and Analysis Report for the Period Ended September 30,2025"
ADX,IHC,2025-11-05 00:00:00.0,9,financial-report,"International Holding Company PJSC Financial Results for the Period Ended September 30,2025"
ADX,IHC,2025-11-05 00:00:00.0,9,financial-report,"International Holding Company PJSC Financial Results Summary for the Period Ended September 30,2025"
ADX,IHC,2026-09-08 00:00:00.0,8,control-change,"IHC to Acquire Majority Stake in Marlan Space, Advancing UAE Space Technology and Infrastructure Capabilities"
ADX,IHC,2026-04-15 00:00:00.0,8,control-change,International Holding Company PJSC - Disclosure on Completion of Acquisition of a Majority Stake in First Women Bank Limited 
ADX,IHC,2026-03-31 00:00:00.0,8,control-change,IHC Advances USD 1 Billion Investment to Acquire Majority Stake in India’s Sammaan Capital
ADX,IHC,2026-03-10 00:00:00.0,8,ceo-change,International Holding Company - List of Candidates for Membership of Board of Directors
ADX,IHC,2025-12-23 00:00:00.0,8,control-change,IHC Strengthens Digital Services Portfolio with Majority Acquisition of Peko Holdings
ADX,IHC,2025-11-14 00:00:00.0,8,control-change,Disclosure from International Holding Company PJSC: Completion of Multiply Group PJSC’s Acquisition of majority stake in Ghitha Holding PJSC  
ADX,IHC,2025-10-17 00:00:00.0,8,control-change,"IHC Acquires Majority Stake in First Women Bank Limited, Strengthening UAE–Pakistan Economic Partnership "
ADX,IHC,2025-10-17 00:00:00.0,8,control-change,International Holding Company PJSC - Disclosure on Acquisition of a Majority Stake in First Women Bank Limited (FWBL) – Pakistan 
ADX,IHC,2025-10-15 00:00:00.0,8,control-change,"IHC Plans Strategic AED 120 Billion Merger of 2PointZero, Multiply Group, and Ghitha Holding to Create a Next Generation Listed Investment Powerhouse"
ADX,IHC,2026-08-05 00:00:00.0,6,board-outcome,International Holding Company PJSC Board Meeting Results held on 05/08/2026 at 15:30 
ADX,IHC,2026-05-06 00:00:00.0,6,board-outcome,International Holding Company PJSC Board Meeting Results held on 06/05/2026 at 18:00 
ADX,IHC,2026-03-16 00:00:00.0,6,board-outcome,International Holding Company PJSC Board Meeting Results held on 16/03/2026 at 17:00 
ADX,IHC,2026-02-13 00:00:00.0,6,board-outcome,International Holding Company PJSC Board Meeting Results held on 13/02/2026 at 15:30 
ADX,IHC,2025-11-05 00:00:00.0,6,board-outcome,International Holding Company PJSC Board Meeting Results held on 05/11/2025 at 15:30 
ADX,IHC,2025-10-20 00:00:00.0,6,board-outcome,International Holding Company PJSC Board Meeting Results held on 20/10/2025 at 09:00 
ADX,INB,2026-08-06 00:00:00.0,9,financial-report,"Invest Bank Report of accumulated losses for the year June 30,2026"
ADX,INB,2026-08-06 00:00:00.0,9,financial-report,"Invest Bank Management Discussion and Analysis Report for the Period Ended June 30,2026"
ADX,INB,2026-08-06 00:00:00.0,9,financial-report,"Invest Bank Financial Results for the Period Ended June 30,2026"
ADX,INB,2026-05-13 00:00:00.0,9,financial-report,"Invest Bank Report of accumulated losses for the year March 31,2026"
ADX,INB,2026-05-13 00:00:00.0,9,financial-report,"Invest Bank Management Discussion and Analysis Report for the Period Ended March 31,2026"
ADX,INB,2026-05-13 00:00:00.0,9,financial-report,"Invest Bank Financial Results for the Period Ended March 31,2026"
ADX,INB,2026-03-12 00:00:00.0,9,financial-report,"Invest Bank Integrated Report December 31,2025"
ADX,INB,2026-02-23 00:00:00.0,9,financial-report,"Invest Bank Financial Results for the Period Ended December 31,2025"
ADX,INB,2026-02-23 00:00:00.0,9,financial-report,"Invest Bank Report of accumulated losses for the year December 31,2025"
ADX,INB,2026-02-23 00:00:00.0,9,financial-report,"Invest Bank Management Discussion and Analysis Report for the Period Ended December 31,2025"
ADX,INB,2025-11-08 00:00:00.0,9,financial-report,"Invest Bank Management Discussion and Analysis Report for the Period Ended September 30,2025"
ADX,INB,2025-11-07 00:00:00.0,9,financial-report,"Invest Bank Report of accumulated losses for the year September 30,2025"
ADX,INB,2025-11-07 00:00:00.0,9,financial-report,"Invest Bank Financial Results for the Period Ended September 30,2025"
ADX,INB,2026-08-06 00:00:00.0,6,board-outcome,Invest Bank Board Meeting Results held on 06/08/2026 at 11:00 
ADX,INB,2026-05-13 00:00:00.0,6,board-outcome,Invest Bank Board Meeting Results held on 13/05/2026 at 09:00 
ADX,INB,2026-02-23 00:00:00.0,6,board-outcome,Invest Bank Board Meeting Results held on 23/02/2026 at 18:00 
ADX,INB,2026-02-12 00:00:00.0,6,board-outcome,Invest Bank Board Meeting Results held on 12/02/2026 at 09:00 
ADX,INB,2025-12-10 00:00:00.0,6,board-outcome,Results of Board of Directors Meeting of Invest Bank P.S.C. 
ADX,INB,2025-11-08 00:00:00.0,6,board-outcome,Invest Bank Board Meeting Results held on 08/11/2025 at 09:00 
ADX,INB,2025-11-07 00:00:00.0,6,board-outcome,Invest Bank Board Meeting Results held on 07/11/2025 at 15:30 
ADX,INVICTUS,2026-08-02 00:00:00.0,9,financial-report,"Invictus Investment Company PLC Financial Results for the Period Ended June 30,2026"
ADX,INVICTUS,2026-02-20 00:00:00.0,9,financial-report,"Invictus Investment Company PLC Financial Results for the Period Ended December 31,2025"
ADX,INVICTUS,2026-01-26 00:00:00.0,9,financial-report,"Invictus Investment Company PLC Preliminary Financial Results for the Period Ended December 31,2025"
ADX,INVICTUS,2026-09-09 00:00:00.0,6,board-outcome,Invictus Investment Company PLC Board Meeting Results held on 09/09/2026 at 15:00 
ADX,INVICTUS,2026-08-02 00:00:00.0,6,board-outcome,Invictus Investment Company PLC Board Meeting Results held on 01/08/2026 at 15:00 
ADX,INVICTUS,2026-02-20 00:00:00.0,6,board-outcome,Invictus Investment Company PLC Board Meeting Results held on 19/02/2026 at 15:00 
ADX,INVICTUS,2025-12-03 00:00:00.0,6,board-outcome,Invictus Investment Company PLC Board Meeting Results held on 28/11/2025 at 15:05 
ADX,JPANI,2026-08-27 00:00:00.0,9,financial-report,"Lunate S&P Japan UCITS ETF Financial Results Summary for the Period Ended June 30,2026"
ADX,JPANI,2026-04-30 00:00:00.0,9,financial-report,"Chimera S&P Japan UCITS ETF - Share Class D-Income Financial Results Summary for the Period Ended December 31,2025"
ADX,JULPHAR,2026-08-13 00:00:00.0,9,financial-report,"Gulf Pharmaceutical Industries Management Discussion and Analysis Report for the Period Ended June 30,2026"
ADX,JULPHAR,2026-08-13 00:00:00.0,9,financial-report,"Gulf Pharmaceutical Industries Financial Results for the Period Ended June 30,2026"
ADX,JULPHAR,2026-05-14 00:00:00.0,9,financial-report,"Gulf Pharmaceutical Industries Management Discussion and Analysis Report for the Period Ended March 31,2026"
ADX,JULPHAR,2026-05-14 00:00:00.0,9,financial-report,"Gulf Pharmaceutical Industries Financial Results for the Period Ended March 31,2026"
ADX,JULPHAR,2026-04-02 00:00:00.0,9,financial-report,"Gulf Pharmaceutical Industries Integrated Report December 31,2025"
ADX,JULPHAR,2026-03-27 00:00:00.0,9,financial-report,"Gulf Pharmaceutical Industries Management Discussion and Analysis Report for the Period Ended December 31,2025"
ADX,JULPHAR,2026-03-27 00:00:00.0,9,financial-report,"Gulf Pharmaceutical Industries Financial Results for the Period Ended December 31,2025"
ADX,JULPHAR,2026-02-12 00:00:00.0,9,financial-report,"Gulf Pharmaceutical Industries Preliminary Financial Results for the Period Ended December 31,2025"
ADX,JULPHAR,2025-11-13 00:00:00.0,9,financial-report,"Gulf Pharmaceutical Industries Management Discussion and Analysis Report for the Period Ended September 30,2025"
ADX,JULPHAR,2025-11-13 00:00:00.0,9,financial-report,"Gulf Pharmaceutical Industries Financial Results for the Period Ended September 30,2025"
ADX,JULPHAR,2026-04-20 00:00:00.0,8,ceo-change,Disclosure of the resignation of Julphar’s Chief Commercial Officer
ADX,JULPHAR,2026-04-20 00:00:00.0,8,ceo-change,The list of candidates for the membership of Julphar Board of Directors
ADX,JULPHAR,2026-08-13 00:00:00.0,6,board-outcome,Gulf Pharmaceutical Industries Board Meeting Results held on 13/08/2026 at 11:00 
ADX,JULPHAR,2026-05-14 00:00:00.0,6,board-outcome,Gulf Pharmaceutical Industries Board Meeting Results held on 14/05/2026 at 11:00 
