symbol,date,title,period,priorPeriod,revenueAED,expenseAED,netProfitAED,eps,cashAndEquivalentsAED,engPdfUrl
EMOBILITY,2026-01-29 00:00:00.0,"Emirates Driving Company Financial Results for the Period Ended December 31,2025",2025,2024,770487000,-269238000,345861000,0.31,323478000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4676249
EMOBILITY,2025-10-23 00:00:00.0,"Emirates Driving Company Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,562662000,-196783000,271896000,0.24,565857000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4564405
EMSTEEL,2026-07-31 00:00:00.0,"EMSTEEL BUILDING MATERIALS PJSC Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,4558000000,-3719000000,560000000,0.082,1639000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5228348
EMSTEEL,2026-05-13 00:00:00.0,"EMSTEEL BUILDING MATERIALS PJSC Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,2168000000,-1742000000,299000000,0.044,1524000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4901907
EMSTEEL,2026-03-12 00:00:00.0,"EMSTEEL BUILDING MATERIALS PJSC Financial Results for the Period Ended December 31,2025",2025,2024,8941000000,-7675000000,523000000,0.076,1165000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4759889
EMSTEEL,2025-11-12 00:00:00.0,"EMSTEEL BUILDING MATERIALS PJSC Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,6469000000,-5682000000,283000000,0.041,799000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4595897
ESG,2026-07-28 00:00:00.0,"ESG EMIRATES STALLIONS GROUP P.J.S.C Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,766693000,-503057000,166303000,0.57,403515000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5223163
ESG,2026-04-28 00:00:00.0,"ESG EMIRATES STALLIONS GROUP P.J.S.C Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,370063000,-239506000,68647000,0.21,557612000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4852738
ESG,2026-01-27 00:00:00.0,"ESG EMIRATES STALLIONS GROUP P.J.S.C Financial Results for the Period Ended December 31,2025",2025,2024,1771000000,-1169000000,342000000,1.2,277000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4673967
ESG,2025-10-27 00:00:00.0,"ESG EMIRATES STALLIONS GROUP P.J.S.C Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,1067000000,-710000000,188000000,0.64,216000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4572905
ESHRAQ,2026-08-12 00:00:00.0,"ESHRAQ INVESTMENTS P.J.S.C Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,91979000,-18384000,75299000,0.028,115994000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5267796
ESHRAQ,2026-05-13 00:00:00.0,"ESHRAQ INVESTMENTS P.J.S.C Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,4492000,-1198000,-3663000,-0.001,29647000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5098284
ESHRAQ,2026-03-14 00:00:00.0,"ESHRAQ INVESTMENTS P.J.S.C Financial Results for the Period Ended December 31,2025",2025,2024,15883000,-4989000,64040000.00000001,0.024,114948000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4765887
ESHRAQ,2025-11-13 00:00:00.0,"ESHRAQ INVESTMENTS P.J.S.C Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,11711000,-3366000,42706000,0.016,107586000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4598652
FAB,2026-07-23 00:00:00.0,"First Abu Dhabi Bank Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,39393000000,-26191000000,10765000000,0.93,280425000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5210881
FAB,2026-04-23 00:00:00.0,"First Abu Dhabi Bank Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,19184000000,-13060000000,5034000000,0.43,296482000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4842144
FAB,2026-01-28 00:00:00.0,"First Abu Dhabi Bank Financial Results for the Period Ended December 31,2025",2025,2024,79174000000,-53974000000,21189000000,1.85,291324000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4673039
FAB,2025-10-22 00:00:00.0,"First Abu Dhabi Bank Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,59565000000,-40313000000,16056000000,1.39,288531000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4566047
FBI,2026-08-06 00:00:00.0,"Fujairah Building Industries P.S.C Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,132514999.99999999,-71021000,32610999.999999996,0.24,17349000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5244244
FBI,2026-05-07 00:00:00.0,"Fujairah Building Industries P.S.C Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,67692000,-37422000,17132000,0.13,18652000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4883746
FBI,2026-02-26 00:00:00.0,"Fujairah Building Industries P.S.C Financial Results for the Period Ended December 31,2025",2025,2024,254843000,-216750000,38104000,0.28,20693000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4717013
FBI,2025-11-06 00:00:00.0,"Fujairah Building Industries P.S.C Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,195776000,-164616000,31459000,0.231,14236000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4591030
FCI,2026-07-30 00:00:00.0,"Fujairah Cement Industries Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,275196000,-231542000,-2272000,-0.006,-22989000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5227749
FCI,2026-05-14 00:00:00.0,"Fujairah Cement Industries Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,158742000,-128752999.99999999,5678000,0.016,0,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4914643
FCI,2026-03-26 00:00:00.0,"Fujairah Cement Industries Financial Results for the Period Ended December 31,2025",2025,2024,114989000,-104992000,-91225000,-0.256,10155000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4789296
FCI,2025-11-13 00:00:00.0,"Fujairah Cement Industries Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,18645000,-20538000,-84521000,-0.241,5587000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4599022
FERTIGLB,2026-07-28 00:00:00.0,"Fertiglobe plc Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,2001000000,-1376000000,470000000,0.038,1368000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5221366
FERTIGLB,2026-04-29 00:00:00.0,"Fertiglobe plc Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,915000000,-598000000,267900000000000,0.024,924000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4853766
FERTIGLB,2026-03-05 00:00:00.0,"Fertiglobe plc Financial Results for the Period Ended December 31,2025",2025,2024,2827000000,-1942000000,588500000000000,0.053,728200000000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4742366
FERTIGLB,2025-11-10 00:00:00.0,"Fertiglobe plc Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,2019000000.0000002,-1412000000,423600000000000,0.04,631400000000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4591065
GCEM,2026-08-03 00:00:00.0,"Gulf Cement Co. Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,329818000,-312300000,13211000,0.03,7205000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5234352
GCEM,2026-05-12 00:00:00.0,"Gulf Cement Co. Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,157312000,-134623000,22577000,0.05,2203000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4900986
GCEM,2026-02-05 00:00:00.0,"Gulf Cement Co. Financial Results for the Period Ended December 31,2025",2025,2024,551569000,-581047000,-7993000,-0.02,2217000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4683562
GCEM,2025-11-04 00:00:00.0,"Gulf Cement Co. Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,394851000,-379313000,-9460000,-0.02,10613000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4588921
GFH,2026-08-13 00:00:00.0,"GFH Bank B.S.C Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,310000000,232000000,77000000,2.21,902000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5266469
GFH,2026-05-14 00:00:00.0,"GFH Bank B.S.C Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,152000000,116000000,34000000,1.01,1164000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4913190
GFH,2026-04-07 00:00:00.0,"GFH Financial Group B.S.C Financial Results for the Period Ended December 31,2025",2025,2024,719000000,573000000,146000000,3.92,1133000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4814866
GFH,2025-11-14 00:00:00.0,"GFH Financial Group B.S.C Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,557000000,-57000000,105000000,2.83,1058000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4599831
GHITHA,2026-07-28 00:00:00.0,"GHITHA HOLDING P.J.S.C. Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,3355000000,-2689000000,128000000,0.34,609000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5223873
GHITHA,2026-04-29 00:00:00.0,"GHITHA HOLDING P.J.S.C. Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,1623000000,-1292000000,60000000,0.14,603000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4854676
GHITHA,2026-01-29 00:00:00.0,"GHITHA HOLDING P.J.S.C. Financial Results for the Period Ended December 31,2025",2025,2024,5580000000,-4380000000,90000000,0.15,492000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4674467
GHITHA,2025-10-27 00:00:00.0,"GHITHA HOLDING P.J.S.C. Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,4003000000,-3123000000,80000000,0.2,555000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4572569
GMPC,2026-08-13 00:00:00.0,"Gulf Medical Projects Company Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,405239000,-302648000,68468000,0.08,20673000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5266566
GMPC,2026-05-11 00:00:00.0,"Gulf Medical Projects Company Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,194389000,-145386000,26679000,0.03,139887000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4892661
GMPC,2026-02-17 00:00:00.0,"Gulf Medical Projects Company Financial Results for the Period Ended December 31,2025",2025,2024,767523000,-556113000,135167000,0.155,49304000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4703676
GMPC,2025-11-13 00:00:00.0,"Gulf Medical Projects Company Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,553754000,-406750000,96661000,0.112,15225000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4598061
HAYAH,2026-08-13 00:00:00.0,"Hayah Insurance Company P.J.S.C Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,91265000,-68355000,306000,0.002,46962000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5261460
HAYAH,2026-05-14 00:00:00.0,"Hayah Insurance Company P.J.S.C Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,42681000,-30617000,1247000,0.006,39516000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4908638
HAYAH,2026-03-23 00:00:00.0,"Hayah Insurance Company P.J.S.C Financial Results for the Period Ended December 31,2025",2025,2024,127482000,-118059000,1670000,0.008,34428000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4782590
HAYAH,2025-11-11 00:00:00.0,"Hayah Insurance Company P.J.S.C Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,86575000,-85635000,-2821000,-0.014,20136000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4602304
ICAP,2026-07-30 00:00:00.0,"Investcorp Capital PLC Financial Results for the Period Ended June 30,2026",2026,2025,94000000,-9000000,44000000,2.02,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5228608
ICAP,2026-04-30 00:00:00.0,"Investcorp Capital PLC Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,72000000,-37000000,35000000,1.6,0,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4854445
ICAP,2026-02-11 00:00:00.0,"Investcorp Capital PLC Financial Results for the Period Ended December 31,2025",Q2 2025,Q2 2024,52000000,-25000000,27000000,1.24,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4697845
ICAP,2025-11-11 00:00:00.0,"Investcorp Capital PLC Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,24000000,-12000000,12000000,-0.55,0,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4594393
ICAP,2025-09-18 00:00:00.0,"Investcorp Capital PLC Financial Results for the Period Ended June 30,2025",2025,2024,124000000,-43000000,81000000,3.7,0,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4531192
IHC,2026-08-05 00:00:00.0,"International Holding Company PJSC Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,64855999999.99999,-48082000000,26225000000,8.21,42744000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5240972
IHC,2026-05-06 00:00:00.0,"International Holding Company PJSC Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,31445000000,-23522000000,8186999999.999999,2.32,37353000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4877965
IHC,2026-02-13 00:00:00.0,"International Holding Company PJSC Financial Results for the Period Ended December 31,2025",2025,2024,111401000000,-82278000000,34715000000,9.93,34045000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4700889
IHC,2025-11-05 00:00:00.0,"International Holding Company PJSC Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,84638000000,-62103000000,19500000000,4.63,35246000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4581705
INB,2026-08-06 00:00:00.0,"Invest Bank Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,448000000,-391000000,75000000,0,2978000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5243376
INB,2026-05-13 00:00:00.0,"Invest Bank Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,208000000,-192000000,22000000,0,2220000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4906306
INB,2026-02-23 00:00:00.0,"Invest Bank Financial Results for the Period Ended December 31,2025",2025,2024,802000000,-725000000,161000000,0.001,2249000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4708134
INB,2025-11-07 00:00:00.0,"Invest Bank Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,514000000,-495000000,100000000,0,2158000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4592938
INVICTUS,2026-08-02 00:00:00.0,"Invictus Investment Company PLC Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,6147000000,-5921000000,26000000,0.027,407000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5234374
INVICTUS,2026-02-20 00:00:00.0,"Invictus Investment Company PLC Financial Results for the Period Ended December 31,2025",2025,2024,13256000000,-12644000000,228000000,0.2,897000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4704598
JULPHAR,2026-08-13 00:00:00.0,"Gulf Pharmaceutical Industries Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,573000000,-312000000,54000000,0.049,199000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5266446
JULPHAR,2026-05-14 00:00:00.0,"Gulf Pharmaceutical Industries Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,273000000,-153000000,35100000000000,0.03,229600000000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4912785
JULPHAR,2026-03-27 00:00:00.0,"Gulf Pharmaceutical Industries Financial Results for the Period Ended December 31,2025",2025,2024,1075000000,-1027000000,173000000,14.91,235800000000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4789320
JULPHAR,2025-11-13 00:00:00.0,"Gulf Pharmaceutical Industries Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,796000000,-741000000,167300000000000,0.144,221400000000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4598253
LULU,2026-08-13 00:00:00.0,"Lulu Retail Holdings PLC Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,3991000000,-3089000000,89000000,0.86,299000000,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5266770
