exchange,symbol,date,title,period,priorPeriod,revenueAED,expenseAED,netProfitAED,eps,cashAndEquivalentsAED,totalAssetsAED,totalLiabilitiesAED,totalEquityAED,balanceSheetReconciled,liabilitiesDerived,unitHint,balanceSheetReason,engPdfUrl
DFM,DIN,"May 11, 2026 17:12:00",Financial statements for the 1st QTR of 2026,Q1 2026,,,,70438,,,,,,,,,,https://feeds.dfm.ae/documents/2026/May/11/5b7031f6-24c7-4345-803f-dd25afcd0e2d/DIN%201Q%20E%202026.Pdf.pdf
DFM,DIN,"Feb 17, 2026 15:48:11",Financial statements for the year of 2025,Yearly 2025,,,,,1.906,,,,,,,,,https://feeds.dfm.ae/documents/2026/Feb/17/e966dbae-fa0d-4c14-972d-9b11461f7f68/DIN%20FINANCIALS%202025%20.pdf
DFM,DRC,"Feb 11, 2026 08:46:00",Financial statements for the year of 2025,Yearly 2025,,,,,,,,,,,,,,https://feeds.dfm.ae/documents/2026/Feb/11/1e633cd7-ed30-403a-9c79-3496f882be2b/Dubai%20Refreshment%20PJ.pdf
DFM,DSI,"Aug 07, 2026 17:30:40",Financial statements for the 2nd QTR of 2026,Q2 2026,,136743,,,0.002,,,,,,,,,https://feeds.dfm.ae/documents/2026/Aug/7/735700f5-c1ee-41e6-ad47-dc62e3ea0955/DSI%20FS%20E%207%208%202026.Pdf.pdf
DFM,DTC,"Jul 23, 2026 19:51:13",Financial statements for the 2nd QTR of 2026,Q2 2026,,,,10414364,0.0042,,,,,,,,,https://feeds.dfm.ae/documents/2026/Jul/23/c42cfa3d-7eb3-4196-9f1e-b67a711176ad/DTC%20FS%20Q2%20E%2023%2007%202026.Pdf.pdf
DFM,DU,"Jul 22, 2026 18:48:52",Financial statements for the 2nd QTR of 2026,Q2 2026,,1800875,,1449267,0.18,,,,,,,,,https://feeds.dfm.ae/documents/2026/Jul/22/9136b93c-0ec5-4923-b223-9fe7b0c3438c/EITC%20Consolidated%20Financial%20Statements%20For%20The%20Per.pdf
DFM,DU,"Apr 22, 2026 18:11:41",Financial statements for the 1st QTR of 2026,Q1 2026,,1845439,,722499,0.18,,,,,,,,,https://feeds.dfm.ae/documents/2026/Apr/22/3873662b-be76-463d-97f8-d01f1b5e286c/EITC%20Consolidated%20Fi.pdf
DFM,EIB,"Oct 23, 2025 07:49:06",Financial statements for the 3rd QTR of 2025,Q3 2025,,,,,,,,,,,,,,https://feeds.dfm.ae/documents/2025/Oct/23/0572279a-c318-48d4-a189-2ed3aaa2be18/1.%20Emirates%20Islamic%20.pdf
DFM,EIB,"Jul 24, 2025 07:56:05",Financial statements for the 2nd QTR of 2025,Q2 2025,,,,853804,,,,,,,,,,https://feeds.dfm.ae/documents/2025/Jul/24/69aa2d23-62ae-486d-84d2-7c9a014bc205/1.%20Emirates%20Islamic%20.pdf
DFM,EIB,"Apr 22, 2025 07:59:10",Financial statements for the 1st QTR of 2025,Q1 2025,,,,1009380,,,,,,,,,,https://feeds.dfm.ae/documents/2025/Apr/21/9b195371-1680-4b7a-ac98-ebe9639c6a96/Emirates%20Islamic%20Ban.pdf
DFM,EIBANK,"Aug 10, 2026 09:03:45",Financial statements for the 2nd QTR of 2026,Q2 2026,,,,,,,,,,,,,,https://feeds.dfm.ae/documents/2026/Aug/10/d4436416-9314-41c3-a4eb-f02985134bac/En%20%20%20EIB%20FS%20Q2%202026%20V4%20%20%20Set.Pdf.pdf
DFM,EIBANK,"May 07, 2026 17:55:02",Financial statements for the 1st QTR of 2026,Q1 2026,,,,,,,,,,,,,,https://feeds.dfm.ae/documents/2026/May/7/4a8394e6-3551-489d-9559-d83b05e49db9/En%20%20%20EIB%20FS%20Q1%202026%20Signed%20Set.Pdf.pdf
DFM,EIBANK,"Feb 11, 2026 17:32:08",Financial statements for the year of 2025,Yearly 2025,,,,,8.36,,,,,,,,,https://feeds.dfm.ae/documents/2026/Feb/11/2aef9f4a-e932-48c7-adf9-1df0e5c2d986/En%20%20%20Eibank%20PJSC%20FS%20.pdf
DFM,EIBANK,"Nov 10, 2025 15:02:08",Financial statements for the 3rd QTR of 2025,Q3 2025,,,,,,,,,,,,,,https://feeds.dfm.ae/documents/2025/Nov/10/2a4133eb-7185-4223-bb5b-39259027a651/En%20%20%20Eibank%20Financia.pdf
DFM,EMAAR,"Aug 07, 2026 08:51:16",Financial statements for the 2nd QTR of 2026,Q2 2026,,11509517,,4736545,0.42,,,,,,,,,https://feeds.dfm.ae/documents/2026/Aug/7/11340cb3-ebb9-4519-ba35-6472803fd7b0/Emaar%20Properties%20PJSC%20And%20Its%20Subsidiaries%2030%20June.pdf
DFM,EMAAR,"May 11, 2026 08:07:27",Financial statements for the 1st QTR of 2026,Q1 2026,,12398012,,6412121,0.57,,,,,,,,,https://feeds.dfm.ae/documents/2026/May/11/ca83f2b5-7d91-4674-86d5-810f5ee11c99/FS%20%20%20Emaar%20Properties%20PJSC%20And%20Its%20Subsidiaries%2031.pdf
DFM,EMAAR,"Feb 12, 2026 16:48:46",Financial statements for the year of 2025,Yearly 2025,,49557263,,,1.99,,,,,,,,,https://feeds.dfm.ae/documents/2026/Feb/12/9e0de168-d6ee-4ebe-a343-58b56a84ab2f/Emaar%20Properties%20PJS.pdf
DFM,EMAARDEV,"Aug 07, 2026 08:51:00",Financial statements for the 2nd QTR of 2026,Q2 2026,,6480280,,3199865,0.66,,,,,,,,,https://feeds.dfm.ae/documents/2026/Aug/7/dfb65009-b6da-490f-bef9-3ccc64fc27f6/Emaar%20Development%20PJSC%20FS%2030%20June%202026%20English.Pdf.pdf
DFM,EMAARDEV,"May 11, 2026 08:01:05",Financial statements for the 1st QTR of 2026,Q1 2026,,6856257,,3506820,0.73,,,,,,,,,https://feeds.dfm.ae/documents/2026/May/11/4cc67623-a590-4b3f-8954-0e0b5bb65133/Emaar%20Development%20PJSC%20FS%2031%20March%202026%20English.Pd.pdf
DFM,EMAARDEV,"Feb 12, 2026 16:36:30",Financial statements for the year of 2025,Yearly 2025,,27485826,,,2.83,,,,,,,,,https://feeds.dfm.ae/documents/2026/Feb/12/3553986b-25f4-430b-be30-92a6ef54a49c/Emaar%20Development%20PJ.pdf
DFM,EMAARDEV,"Nov 06, 2025 15:12:42",Financial statements for the 3rd QTR of 2025,Q3 2025,,,,,,,,,,,,,,https://feeds.dfm.ae/documents/2025/Nov/6/a0c17832-2e8a-4d9c-a88d-537cc95c2c67/Emaar%20Development%20PJ.pdf
DFM,EMAARMALLS,"Nov 11, 2021 17:10:00",Financial statements for the 3rd QTR of 2021,Q3 2021,,,,,,,,,,,,,,https://feeds.dfm.ae/documents/2021/Nov/11/866fea29-f598-4f83-936e-3a3b9a86c0ff/EMAARMALLS_FS_Q3_E_11_11_21.pdf
DFM,EMIRATESNBD,"Jul 23, 2026 07:47:49",Financial statements for the 2nd QTR of 2026,Q2 2026,,,,,,,,,,,,,,https://feeds.dfm.ae/documents/2026/Jul/23/84be7db5-d011-45db-a4a9-748eefcee75e/3.%20Emirates%20NBD%20H1%202026%20Results%20Presentation.Pdf.pdf
DFM,EMIRATESNBD,"Apr 23, 2026 07:55:00",Financial statements for the 1st QTR of 2026,Q1 2026,,,,,,,,,,,,,,https://feeds.dfm.ae/documents/2026/Apr/22/0561fe7b-97b6-4652-8c8f-60d913335a60/Emirates%20NBD%20Q1%202026%20Financial%20Statements%20English.pdf
DFM,EMPOWER,"Aug 06, 2026 09:13:12",Financial statements for the 2nd QTR of 2026,Q2 2026,,888842,,,,,,,,,,,,https://feeds.dfm.ae/documents/2026/Aug/6/e99ef8e9-6bcc-443d-997e-229f82408bb0/EMPOWER%20FS%20Q2%20E%2005%2008%202026.Pdf.pdf
DFM,ERC,"Aug 14, 2026 15:02:15",Financial statements for the 2nd QTR of 2026,Q2 2026,,117961071,,1594011,,,,,,,,,,https://feeds.dfm.ae/documents/2026/Aug/14/aa53eb05-4524-45c1-988c-64afbbbe9094/ERC%20%20Q2%20English%20Financial%20Statement%2030%20June%202026.P.pdf
DFM,ERC,"May 14, 2026 19:47:08",Financial statements for the 1st QTR of 2026,Q1 2026,,72704284,,,,,,,,,,,,https://feeds.dfm.ae/documents/2026/May/14/24079245-bdc3-4488-b204-59d54a07f99f/FS%20English%20ERC%20%20Q1%202026.Pdf.pdf
DFM,ERC,"Mar 09, 2026 00:01:16",Financial statements for the year of 2025,Yearly 2025,,191684656,,,0.027,,,,,,,,,https://feeds.dfm.ae/documents/2026/Mar/7/729ca00a-4411-4ebb-a491-a8eff589ee7d/ERIC%20%20%20Signed%20%20%20FS%20%20.pdf
DFM,ERC,"Nov 13, 2025 15:02:10",Financial statements for the 3rd QTR of 2025,Q3 2025,,,,,,,,,,,,,,https://feeds.dfm.ae/documents/2025/Nov/13/21079c49-8e29-4aea-94ae-ee8b77321290/ERC%20%20%20Q3%202025%20%20%20FS%20E.pdf
DFM,GFH,"Aug 13, 2026 22:43:17",Financial statements for the 2nd QTR of 2026,Q2 2026,,158819,,42231,17,,,,,,,,,https://feeds.dfm.ae/documents/2026/Aug/13/e862134a-2f08-47cc-9522-83e2fd04c642/Signed%20FS%20English.Pdf.pdf
DFM,GFH,"May 14, 2026 19:50:27",Financial statements for the 1st QTR of 2026,Q1 2026,,,,34340,1.01,,,,,,,,,https://feeds.dfm.ae/documents/2026/May/14/65c678ac-66e7-4b8d-b32a-be6f3554ab95/GFH%20Q1%20%202026%20English%20FS%20Full%20Set.Pdf.pdf
DFM,ITHMR,"Aug 12, 2026 15:37:00",Financial statements for the 2nd QTR of 2026,Q2 2026,,186869,,,,,,,,,,,,https://feeds.dfm.ae/documents/2026/Aug/12/02bd2737-32ae-4aab-b332-4ced9f07a125/08122026%20Financials%20Ithmaar%20Holding%2030%20June%202026%20F.pdf
DFM,ITHMR,"May 13, 2026 17:15:15",Financial statements for the 1st QTR of 2026,Q1 2026,,180398,,,0.04,,,,,,,,,https://feeds.dfm.ae/documents/2026/May/13/816f0564-f779-4427-8171-e1d343f33fc2/05132026%20Financials%20Ithmaar%20Holding%2031%20March%202026%20.pdf
DFM,MARKA,"May 30, 2019 14:36:00",Financial statements for the year of 2018,Yearly 2018,,76025,,,,,,,,,,,,https://feeds.dfm.ae/documents/2019/May/30/04b34cce-26b1-49d3-9e01-b2651e0e7d13/MARKA_FS_ANN_2018_E_13_05_2019.pdf
DFM,MASQ,"Jul 30, 2026 15:03:02",Financial statements for the 2nd QTR of 2026,Q2 2026,,,,2120901,19.16,,,,,,,,,https://feeds.dfm.ae/documents/2026/Jul/30/be3df509-10b4-4d31-8314-696369c596ce/Mashreqbank%20PSC%20CFS%202026Q2%20English.Pdf.pdf
DFM,MASQ,"Apr 30, 2026 15:02:00",Financial statements for Q1 2026,Q1 2026,,,,1926668,9.15,,,,,,,,,https://feeds.dfm.ae/documents/2026/Apr/30/0c36261a-9517-4de2-a46b-4cf200be5fb6/Mashreqbank%20PSC%20-%20CFS%202026-Q1.pdf
DFM,MAZAYA,"Jul 29, 2026 20:13:00",Financial Statements for the 2nd QTR of 2026,Q2 2026,,152264,,,,,,,,,,,,https://feeds.dfm.ae/documents/2026/Jul/29/48c23e0f-d3f4-4bbd-ae0f-d6772cb26be8/Mazaya%20FS%20%20E%20Q2%2031%2003%202026.Pdf.pdf
DFM,MAZAYA,"Apr 29, 2026 18:39:00",Financial Statements for the 1st QTR of 2026,Q1 2026,,,,,,,,,,,,,,https://feeds.dfm.ae/documents/2026/Apr/29/6aca4d53-43be-4ffb-8ee2-799ace589921/Mazaya%20FS%20%20E%20Q1%2031%2003%202026.Pdf.pdf
DFM,MKHZN,"May 16, 2026 22:03:00",Financial statements for the 1st QTR of 2026,Q1 2026,,,,,,,,,,,,,,https://feeds.dfm.ae/documents/2026/May/16/db7a46b5-e91d-41b4-ab62-f0a1e040a5d2/Agility%20FS%20Q1%2031%20Mar%202026.Pdf.pdf
DFM,ORIENT,"Aug 03, 2026 17:43:00",Financial statements for the 2nd QTR of 2026,Q2 2026,,,,534210,,,,,,,,,,https://feeds.dfm.ae/documents/2026/Aug/3/51b619c0-8f74-4338-982e-4333b3942905/ORIENT%20FS%20E%2003%2008%202026.Pdf.pdf
DFM,ORIENT,"May 11, 2026 18:02:00",Financial statements for the 1st QTR of 2026,Q1 2026,,,,,,,,,,,,,,https://feeds.dfm.ae/documents/2026/May/11/d3309d03-d585-4ed8-8190-2ab73002a294/ORIENT%20FS%20E%2011%2005%202026.Pdf.pdf
DFM,ORIENTTKAFUL,"Aug 04, 2026 18:04:10",Financial statements for the 2nd QTR of 2026,Q2 2026,,,,28355,,,,,,,,,,https://feeds.dfm.ae/documents/2026/Aug/4/0f9f3dcf-0263-41e7-8658-c5efa1054991/ORIENTTKAFUL%20FS%20Q2%20E%2004.08.2026.Pdf.pdf
DFM,ORIENTTKAFUL,"May 12, 2026 19:12:00",Financial statements for the 1st QTR of 2026,Q1 2026,,,,22700,,,,,,,,,,https://feeds.dfm.ae/documents/2026/May/12/5af44ff5-6a28-44b3-aff3-d51198f1c4c5/ORIENTTKAFUL%20FS%20Q1%20E%2012.05.2026.Pdf.pdf
DFM,PARKIN,"Aug 13, 2026 19:18:40",Financial Statements for the 2nd QTR of 2026,Q2 2026,,359675,,,,,,,,,,,,https://feeds.dfm.ae/documents/2026/Aug/13/4438e409-34ee-4774-b69b-c0ff48365ff9/Parkin%20Q2%202026%20FS%2013%20Aug%202026%20ENG.Pdf.pdf
DFM,PARKIN,"May 06, 2026 19:38:27",Financial Statements for the 1st QTR of 2026,Q1 2026,,379359,,,,,,,,,,,,https://feeds.dfm.ae/documents/2026/May/6/ffffcfe8-fdc6-4f65-b93d-35b3b4a0313a/Q1%202026%20FS%20ENG%206%20May%202026.Pdf.pdf
DFM,SALAMA,"Aug 13, 2026 21:20:27",Financial statements for the 2nd QTR of 2026,Q2 2026,,,,14307,0.021,,,,,,,,,https://feeds.dfm.ae/documents/2026/Aug/13/7d637b48-46a9-4e57-be51-0a8d3090344f/Salama%20FS%20IFRS%2017%20Q2%202026%20%20%20Signed.Pdf.pdf
DFM,SALAMA,"May 15, 2026 19:41:29",Financial statements for the 1st QTR of 2026,Q1 2026,,,,13960,0.023,,,,,,,,,https://feeds.dfm.ae/documents/2026/May/15/6dd5bea4-6c6a-4cfd-b0e4-64a0f4a710ac/Salama%20FS%20IFRS%2017%20Q1%202026.Pdf.pdf
DFM,SALIK,"May 11, 2026 09:17:11",Financial statements for the 1st QTR of 2026,Q1 2026,,728886,,369277,,,,,,,,,,https://feeds.dfm.ae/documents/2026/May/11/b2881521-d6af-456b-8a95-de3a2b91477a/EN%20%20%20SALIK%20Q1%202026%20%20%20Signed%20Financials.Pdf.pdf
DFM,SHUAA,"Aug 13, 2026 21:03:28",Financial statements for the 2nd QTR of 2026,Q2 2026,,,,,,,,,,,,,,https://feeds.dfm.ae/documents/2026/Aug/13/1dfe627c-bdba-4e4b-a5ad-da8825bd2bec/SHUAA%20FS%20Q2%20E%2013%2008%202026.Pdf.pdf
DFM,SPINNEYS,"Aug 10, 2026 17:48:12",Financial statements for the 2nd QTR of 2026,Q2 2026,,895147,,87686,0.025,,,,,,,,,https://feeds.dfm.ae/documents/2026/Aug/10/a26ffc04-8bf1-4542-b0e4-f80ef37a3844/AFS%20Spinneys%201961%20Q2%202026%20English.Pdf.pdf
DFM,SPINNEYS,"May 11, 2026 17:25:37",Financial statements for the 1st QTR of 2026,Q1 2026,,1014191,,86834,0.025,,,,,,,,,https://feeds.dfm.ae/documents/2026/May/11/64f91f8f-42b4-4f78-b709-bb07da448e70/Spinneys%201961%20AFS%20Q1%202026%20English.Pdf.pdf
DFM,SUKOON,"Jul 29, 2026 15:07:21",Financial statements for the 2nd QTR of 2026,Q2 2026,,,,191354,0.3,,,,,,,,,https://feeds.dfm.ae/documents/2026/Jul/29/95069979-cfdc-4227-891c-54678c937332/Sukoon%20Insurance%20PJSC%20%20%20FS%2030%20Jun%202026%20EN.Pdf.pdf
DFM,SUKOON,"Apr 29, 2026 15:20:33",Financial statements for the 1st QTR of 2026,Q1 2026,,,,,0.26,,,,,,,,,https://feeds.dfm.ae/documents/2026/Apr/29/b4bf0c72-3c01-4f5f-9ad5-43f6944435e8/Sukoon%20Insurance%20PJSC%20%20%20FS%2031%20Mar%202026%20EN.Pdf.pdf
DFM,SUKOONTAKAFL,"Jul 29, 2026 17:05:32",Financial statements for the 2nd QTR of 2026,Q2 2026,,,,14458,0.043,,,,,,,,,https://feeds.dfm.ae/documents/2026/Jul/29/46b54c17-1bed-432b-a438-eb2e1d0b28b3/Sukoon%20Takaful%20Q2%202026%20FS%20%20EN.Pdf.pdf
DFM,SUKOONTAKAFL,"Apr 29, 2026 16:48:19",Financial statements for the 1st QTR of 2026,Q1 2026,,,,,0.051,,,,,,,,,https://feeds.dfm.ae/documents/2026/Apr/29/843598a6-2334-4bb6-86eb-710b1f5edef5/Sukoon%20Takaful%20FS%20En.Pdf.pdf
DFM,TAALEEM,"Jul 09, 2026 18:14:03",Financial statements for the 3rd QTR of 2026,Q3 2026,,,,,,,,,,,,,,https://feeds.dfm.ae/documents/2026/Jul/9/a03ff00a-bd5f-4dc1-abe4-9a2f260ad3a0/Taaleem%20Holdings%20Consol%209M%202025%2026%20English%20Signed..pdf
DFM,TAALEEM,"Mar 26, 2026 21:04:54",Financial statements for the 2nd QTR of 2025/26,Q2 2025,,396421587,,106234814,,,,,,,,,,https://feeds.dfm.ae/documents/2026/Mar/26/9eda19aa-45bd-4569-bede-3e7bb59b037c/Taaleem%20Holdings%20Con.pdf
DFM,TAALEEM,"Jan 08, 2026 19:39:43",Financial statements for the 1st QTR of 2025/26,Q1 2025,,369917446,,71322016,,,,,,,,,,https://feeds.dfm.ae/documents/2026/Jan/8/c67b2831-f5e4-4f9f-a585-27a0c72b7c99/Taaleem%20Holdings%20Con.pdf
DFM,TECOM,"Jul 29, 2026 23:26:32",Financial statements for the 2nd QTR of 2026,Q2 2026,,785699,,401250,,,,,,,,,,https://feeds.dfm.ae/documents/2026/Jul/29/d115daea-b109-421a-951c-73e3e0e0fb67/TECOM%20FS%20Q2%20E%2029%2007%202026.Pdf.pdf
DFM,TECOM,"Apr 28, 2026 23:07:53",Financial statements for the 1st QTR of 2026,Q1 2026,,754622,,403428,,,,,,,,,,https://feeds.dfm.ae/documents/2026/Apr/28/79c87a35-675e-4b49-9778-8528b4693207/TECOM%20FS%20Q1%20E%2028%2004%202026.Pdf.pdf
DFM,TECOM,"Feb 02, 2026 23:49:07",Financial statements for the year of 2025,Yearly 2025,,2857895,,,,,,,,,,,,https://feeds.dfm.ae/documents/2026/Feb/2/4f4c420e-a006-401d-9ed0-f795f0779cfe/TECOM%20FS%20ANN%20E%2002%2002.pdf
DFM,UFC,"Aug 07, 2026 23:30:50",Financial statements for the 2nd QTR of 2026,Q2 2026,,,,18615969,,,,,,,,,,https://feeds.dfm.ae/documents/2026/Aug/7/292d8e9e-f772-4b21-ab12-75423ecbda26/Uffsq226signed.Pdf.pdf
DFM,UFC,"May 12, 2026 23:37:52",Financial statements for the 1st QTR of 2026,Q1 2026,,,,16306068,,,,,,,,,,https://feeds.dfm.ae/documents/2026/May/12/12e0aabe-1cf3-4a18-84b0-9313028256f4/Ufcfsq1eng26signed.Pdf.pdf
DFM,UFC,"Feb 13, 2026 15:40:43",Financial statements for the year of 2025,Yearly 2025,,,,,,,,,,,,,,https://feeds.dfm.ae/documents/2026/Feb/13/c2596066-deea-46a8-96a4-c49837172e29/UFC%20FS%202025%20English..pdf
DFM,UFC,"Nov 13, 2025 17:43:42",Financial statements for the 3rd QTR of 2025,Q3 2025,,,,,,,,,,,,,,https://feeds.dfm.ae/documents/2025/Nov/13/56d09a95-a2af-46e8-b4b4-7732cb950cd4/UFCFSQ325%20ENG.Pdf.pdf
DFM,UNIONCOOP,"Aug 10, 2026 18:24:16",Financial statements for the 2nd QTR of 2026,Q2 2026,,,,71351463,,,,,,,,,,https://feeds.dfm.ae/documents/2026/Aug/10/d735743e-3625-4919-b643-9c7571472162/Union%20Coop%20%20%20English%20Q2%202026.Pdf.pdf
DFM,UNIONCOOP,"May 11, 2026 18:26:18",Financial statements for the 1st QTR of 2026,Q1 2026,,,,99357802,,,,,,,,,,https://feeds.dfm.ae/documents/2026/May/11/467df745-a981-4c63-81d4-25f0c9f0e2d9/Union%20Coop%20English%20FS%20%20%20Q1%202026.Pdf.pdf
DFM,UNIONCOOP,"Nov 06, 2025 19:20:22",Financial statements for the 3rd QTR of 2025,Q3 2025,,,,,,,,,,,,,,https://feeds.dfm.ae/documents/2025/Nov/6/7c6ffe6a-b8fb-4ba1-a06b-560cc55f4f5e/Union%20Coop%20Q3%20Englis.pdf
DFM,WATANIA,"Aug 11, 2026 16:46:00",Financial statements for the 2nd QTR of 2026,Q2 2026,,,,17378,,,,,,,,,,https://feeds.dfm.ae/documents/2026/Aug/11/2f2ab3bf-4890-4a93-8dd9-c2ffe4fe9664/Watania%20International%20Holding%20%20Q2%202026.Pdf.pdf
DFM,WATANIA,"Mar 31, 2026 21:58:12",Financial statements for the year of 2025,Yearly 2025,,,,,0.132,,,,,,,,,https://feeds.dfm.ae/documents/2026/Mar/31/893b9a52-5f79-43be-a004-deff3907449f/EN%20Watania%20Internati.pdf
