person_qid,person_name,en_wikipedia_article,title_qid,title_name,title_format,titles_this_person_has_here
Q56327848,Kim Da-mi,Kim Da-mi,Q124436027,The Great Flood,film,4
Q56327848,Kim Da-mi,Kim Da-mi,Q65283099,Itaewon Class,series,4
Q56435856,So Joo-yeon,So Joo-yeon,Q135923528,Pro Bono,series,1
Q60679665,Kim Hye-yoon,Kim Hye-yoon,Q106996423,Midnight,film,5
Q60679665,Kim Hye-yoon,Kim Hye-yoon,Q111532444,The Girl on a Bulldozer,film,5
Q60679665,Kim Hye-yoon,Kim Hye-yoon,Q121144610,Lovely Runner,series,5
Q60679665,Kim Hye-yoon,Kim Hye-yoon,Q130241021,No Tail to Tell,series,5
Q60679665,Kim Hye-yoon,Kim Hye-yoon,Q65272295,Extraordinary You,series,5
Q61050414,Seo Sang-won,Seo Sang-won,Q136373942,Dynamite Kiss,series,1
Q61101085,Shin Seung-ho,Shin Seung-ho,Q110890248,Alchemy of Souls,series,4
Q61101085,Shin Seung-ho,Shin Seung-ho,Q116007300,Weak Hero Class 1,series,4
Q61101085,Shin Seung-ho,Shin Seung-ho,Q126724933,The Prophet: Omniscient Reader,film,4
Q61101085,Shin Seung-ho,Shin Seung-ho,Q135486575,Only God Knows Everything,film,4
Q63252838,Yoon Seo-ah,Yoon Seo-ah,Q131910461,"Bon Appétit, Your Majesty",series,1
Q69697020,Kim Si-a,Kim Si-a,Q101083996,The Silent Sea,series,3
Q69697020,Kim Si-a,Kim Si-a,Q114414622,Kill Boksoon,film,3
Q69697020,Kim Si-a,Kim Si-a,Q65058433,The Closet,film,3
Q80563990,Ahn Eun-jin,Ahn Eun-jin,Q113504488,Goodbye Earth,series,5
Q80563990,Ahn Eun-jin,Ahn Eun-jin,Q115778970,Citizen of a Kind,film,5
Q80563990,Ahn Eun-jin,Ahn Eun-jin,Q116230044,The Good Bad Mother,series,5
Q80563990,Ahn Eun-jin,Ahn Eun-jin,Q126414646,"Genie, Make a Wish",series,5
Q80563990,Ahn Eun-jin,Ahn Eun-jin,Q136373942,Dynamite Kiss,series,5
Q97192048,Woo Da-vi,Woo Da-vi,Q136373942,Dynamite Kiss,series,1
Q97201755,Shin Su-hyun,Shin Su-hyun,Q132152067,Cashero,series,1
Q97210760,Go Youn-jung,Go Youn-jung,Q105360413,Law School,series,7
Q97210760,Go Youn-jung,Go Youn-jung,Q110890248,Alchemy of Souls,series,7
Q97210760,Go Youn-jung,Go Youn-jung,Q111601995,Hunt,film,7
Q97210760,Go Youn-jung,Go Youn-jung,Q122854712,Resident Playbook,series,7
Q97210760,Go Youn-jung,Go Youn-jung,Q125121395,Can This Love Be Translated?,series,7
Q97210760,Go Youn-jung,Go Youn-jung,Q137843064,We Are All Trying Here,series,7
Q97210760,Go Youn-jung,Go Youn-jung,Q65266317,Sweet Home,series,7
Q97300671,Lee Moo-saeng,Lee Moo-saeng,Q101083996,The Silent Sea,series,5
Q97300671,Lee Moo-saeng,Lee Moo-saeng,Q115778970,Citizen of a Kind,film,5
Q97300671,Lee Moo-saeng,Lee Moo-saeng,Q130598182,While You Were Sleeping,film,5
Q97300671,Lee Moo-saeng,Lee Moo-saeng,Q132130038,As You Stood By,series,5
Q97300671,Lee Moo-saeng,Lee Moo-saeng,Q59398667,The Crowned Clown,series,5
Q104665813,Han Ji-hyun,Han Ji-hyun,Q131858968,Revelations,film,2
Q104665813,Han Ji-hyun,Han Ji-hyun,Q134285109,The Ugly,film,2
Q105704831,Kang Hyung-suk,Kang Hyung-seok,Q123354234,Officer Black Belt,film,2
Q105704831,Kang Hyung-suk,Kang Hyung-seok,Q135923528,Pro Bono,series,2
